OldIO,NewIO,NIOBase,NIOType,ChunkedNIO,SingleWriteNIO,DirectNIO,S100MiB,S1MiB,INCompressor,Verifier,ITracing,Tracing,TracingLevel,Severe,Finest,Statistics,PERF
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,3380.5066369324923
-0.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5294.71841481328
-0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,3117.2833671569824
-0.0,1.0,1.0,1.0,1.0,-0.0,1.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5375.039859384298
-0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,4308.99282386899
0.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,1.0,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,3828.744988873601
1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,-0.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,2824.460257664323
1.0,0.0,0.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,4428.378827691078
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,7064.360678046942
-0.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4441.880491733551
0.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5328.708800017834
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2619.5568393319845
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,4728.9926998615265
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2877.1040767282248
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,1577.6866568550467
1.0,0.0,0.0,0.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,4124.703360378742
-0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.0,3607.637805685401
-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,3887.276018679142
1.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,3270.3582131266594
0.0,1.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,5985.301126509905
-0.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,3475.033755272627
-0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,3998.592553496361
1.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,3958.3119997680187
1.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,3288.2376537323
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,1.0,-0.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,3235.416788622737
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,3855.584776505828
0.0,1.0,1.0,1.0,-0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4024.193018808961
0.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,2516.9956120848656
3.0,-2.0,-2.0,-2.0,-0.0,-1.0,-1.0,-0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,6210.992353498936
1.0,-0.0,-0.0,-0.0,0.0,-1.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4492.513205230236
1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7839.596446305513
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4437.274838984013
1.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,3489.692971408367
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,-0.0,1.0,1.0,1.0,0.0,1.0,0.0,8823.199940264225
-0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,3148.62493725121
1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,3387.564168691635
1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,1.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2897.354362785816
1.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,3004.4630459547043
0.0,1.0,1.0,1.0,-0.0,1.0,0.0,0.0,1.0,0.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,11205.010951459408
1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,3122.8604403734207
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2859.2582773268223
-0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,1.0,3291.0978927612305
1.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,1.0,1.0,1.0,-0.0,1.0,0.0,8045.5871876478195
2.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,2789.780350551009
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3253.2996670156717
2.0,-1.0,-1.0,-1.0,-0.0,-1.0,-0.0,0.0,1.0,1.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,4898.083214610815
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,1.0,1.0,-0.0,1.0,3170.6144981235266
-0.0,1.0,1.0,1.0,-0.0,1.0,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5887.233823925257
-0.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6387.580682337284
1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5181.204151690006
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5063.6941975057125
1.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1754.2948757484555
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4248.307529211044
1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3882.134807780385
-0.0,1.0,1.0,1.0,-0.0,1.0,-0.0,1.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.7607049643993
0.0,1.0,1.0,1.0,1.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,7738.028002917767
2.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,14016.99425125122
-0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,4600.544688731432
1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3662.2988692224026
2.0,-1.0,-1.0,-1.0,-0.0,-1.0,-0.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,3249.711353749037
1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,4207.292762339115
0.0,1.0,1.0,1.0,1.0,-0.0,1.0,-0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,-0.0,0.0,5950.909502416849
1.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,3572.2921956181526
2.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,3591.012911885977
0.0,1.0,1.0,1.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5247.329990297556
2.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,3073.7681011408567
1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1697.290100723505
1.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.0,1.0,5221.50140324235
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.0,1926.4790307283401
1.0,-0.0,-0.0,-0.0,0.0,-1.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,7338.260487377644
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,-0.0,7203.7658995091915
1.0,0.0,0.0,0.0,1.0,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5066.650203466415
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,5077.487582355738
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,2739.4729990661144
1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,3107.2101592719555
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2948.8450497686863
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,3691.2565793842077
2.0,-1.0,-1.0,-1.0,-0.0,-1.0,-0.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,4844.703709065914
0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2354.8054731041193
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-0.0,0.0,3575.0124675929546
-0.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,4015.5320048332214
0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,0.0,-0.0,-0.0,1.0,1.0,1.0,0.0,1.0,0.0,4984.815641373396
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,-0.0,4296.630049645901
-0.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,1.0,1.0,0.0,1.0,1.0,14182.345926761627
1.0,0.0,0.0,0.0,1.0,-1.0,-0.0,-1.0,2.0,-1.0,-0.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,3862.523459047079
-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8223.427362173796
1.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2412.762637987733
1.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,1.0,0.0,-0.0,2729.2038373053074
1.0,-0.0,-0.0,-0.0,1.0,-1.0,-0.0,1.0,-0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1851.3418921753764
2.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,5583.719932615757
-0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3856.608009338379
-0.0,1.0,1.0,1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-0.0,-0.0,0.0,2883.1710346341133
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,1.0,2682.7991110682487
-0.0,1.0,1.0,1.0,-0.0,1.0,0.0,-0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.0,1.0,1.0,15684.803361475468
1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,4709.241629630327
-0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0,-0.0,1.0,1.0,0.0,1.0,-0.0,0.0,2196.8276057839394
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,3260.2083916962147
2.0,-1.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,3877.3442511856556
-0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,3032.577516004443
0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,6692.14113432169
1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,5273.136477291584
0.0,1.0,1.0,1.0,0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.0,1.0,4844.850551694632
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5212.654503196478
-0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,-1.0,-1.0,-0.0,-0.0,0.0,2162.2132621854544
1.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,0.0,3761.109961643815
2.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4601.423780053854
0.0,1.0,1.0,1.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,0.0,4523.592766821384
1.0,-0.0,-0.0,-0.0,0.0,-1.0,-0.0,0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,-0.0,0.0,4752.302862167358
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4622.8274437487125
0.0,1.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4638.649614214897
-0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.0,1.0,1.0,1.0,0.0,1.0,-0.0,10919.18152910471
1.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,3228.660063251853
0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,3342.6197653859854
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,4405.761625081301
0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,3690.7551535516977
-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2708.1798035502434
2.0,-1.0,-1.0,-1.0,-0.0,-1.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2563.115738645196
2.0,-1.0,-1.0,-1.0,-0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,4128.042925179005
2.0,-1.0,-1.0,-1.0,-0.0,-1.0,-0.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,4847.008008778095
1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,3560.6935923993587
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,2145.0496180057526
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4268.406307071447
1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3606.673997461796
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,3613.6787346303463
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10940.48500585556
0.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,3404.694171667099
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227.81115488708
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,1.0,1.0,0.0,0.0,-0.0,8193.857971429825
-0.0,1.0,1.0,1.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,4745.925275623798
-0.0,1.0,1.0,1.0,1.0,-0.0,1.0,-0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,8192.690597087145
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,4401.595517992973
1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4398.195055246353
0.0,1.0,1.0,1.0,-0.0,1.0,0.0,-0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,6207.380221277475
1.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2666.5965739935637
1.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,3489.9996711462736
1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,5155.867659330368
-0.0,1.0,1.0,1.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3953.9722844213247
-0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6905.436191439629
1.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,2536.092766061425
-0.0,1.0,1.0,1.0,0.0,1.0,-0.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3075.119642660022
0.0,1.0,1.0,1.0,-0.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2352.324864014983
0.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.0,1.0,1.0,10341.186351299286
1.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.0,-0.0,2197.2804114818573
2.0,-1.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,5207.025372058153
0.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,1.0,0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-0.0,0.0,2818.8792555481195
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,1.0,1.0,0.0,1.0,-0.0,9834.543922126293
-0.0,1.0,1.0,1.0,-0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,3806.220606520772
0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8411.308822274208
2.0,-1.0,-1.0,-1.0,-0.0,-1.0,-0.0,0.0,1.0,-0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4869.973410129547
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4562.839528799057
1.0,-0.0,-0.0,-0.0,-1.0,0.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-30.04536313796416
1.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,4279.995579153299
1.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,3308.2116890251637
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6220.273396968842
-0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,1.0,1.0,1.0,0.0,0.0,0.0,8569.710274100304
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,0.0,-0.0,6041.59047344327
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,307.2810922935605
1.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,5104.810133546591
1.0,0.0,0.0,0.0,1.0,-0.0,0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,9560.663266181946
-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3553.5638671070337
2.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.0,2.0,-1.0,0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,2277.107060238719
1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,2727.548788279295
0.0,0.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,12210.649188637733
-0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2676.9126369953156
1.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5054.891006469727
-0.0,1.0,1.0,1.0,1.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,5420.0370572805405
0.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,5711.037893950939
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4039.8735033273697
-0.0,1.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,3455.8356776833534
