ResizePLAB,UseAdaptiveSizePolicyWithSystemGC,UseAdaptiveSizePolicy,UseAdaptiveGCBoundary,CollectGenFirst,UseAdaptiveSizePolicyFootprintGoal,ResizeOldPLAB,UseAdaptiveSizeDecayMajorGCCost,DisableExplicitGC,UseAdaptiveGenerationSizePolicyAtMajorCollection,UseAdaptiveGenerationSizePolicyAtMinorCollection,BindGCTaskThreadsToCPUs,XX:TargetPLABWastePct,XX:AdaptiveSizePolicyWeight,XX:AdaptiveSizeDecrementScaleFactor,XX:AdaptiveSizePolicyCollectionCostMargin,XX:YoungGenerationSizeSupplement,XX:TenuredGenerationSizeSupplementDecay,XX:SurvivorRatio,XX:SurvivorPadding,XX:TargetSurvivorRatio,XX:TenuredGenerationSizeSupplement,XX:MinSurvivorRatio,XX:MaxTenuringThreshold,XX:TenuredGenerationSizeIncrement,XX:PLABWeight,XX:YoungGenerationSizeIncrement,XX:MinHeapFreeRatio,XX:AdaptiveSizePolicyInitializingSteps,XX:MaxHeapFreeRatio,XX:NewRatio,XX:YoungPLABSize,XX:YoungGenerationSizeSupplementDecay,XX:OldPLABSize,XX:AdaptiveSizeMajorGCDecayTimeScale,performance
-1.0,-1.0,-2.0,1.0,-1.0,-2.0,-1.0,-2.0,-0.0,1.0,-1.0,-1.0,8.0,4.0,-13.0,107.0,81.0,-11.0,11.0,-0.0,11.0,73.0,-4.0,-26.0,36.0,72.0,33.0,9.0,-1.0,44.0,-2.0,-4433.0,2.0,-1528.0,-1.0,460.59112647362053
-0.0,-1.0,3.0,-0.0,-0.0,2.0,-2.0,1.0,2.0,1.0,-1.0,-1.0,5.0,-6.0,0.0,30.0,95.0,-0.0,-15.0,-0.0,24.0,77.0,3.0,47.0,-47.0,94.0,10.0,30.0,22.0,69.0,-0.0,10054.0,8.0,-1473.0,12.0,1018.9763098992407
-1.0,1.0,-1.0,-1.0,-0.0,1.0,-1.0,-1.0,1.0,0.0,1.0,-0.0,-20.0,38.0,32.0,93.0,87.0,5.0,8.0,4.0,51.0,51.0,-2.0,-31.0,49.0,-30.0,74.0,33.0,145.0,17.0,8.0,-4913.0,-7.0,203.0,6.0,568.9288723245263
-0.0,-0.0,-2.0,2.0,2.0,-1.0,0.0,-1.0,1.0,0.0,2.0,2.0,20.0,3.0,-12.0,64.0,66.0,-1.0,7.0,5.0,86.0,102.0,5.0,1.0,47.0,58.0,1.0,78.0,80.0,69.0,-8.0,-10722.0,6.0,1437.0,2.0,241.45160907972604
1.0,0.0,1.0,-1.0,1.0,-1.0,-2.0,1.0,1.0,1.0,0.0,0.0,33.0,20.0,6.0,-11.0,48.0,6.0,44.0,24.0,81.0,63.0,14.0,38.0,23.0,47.0,-36.0,15.0,64.0,75.0,4.0,9665.0,13.0,3451.0,25.0,1249.7781590856612
-2.0,-0.0,-2.0,0.0,0.0,1.0,2.0,0.0,2.0,-0.0,-1.0,1.0,9.0,-13.0,1.0,-85.0,77.0,-7.0,54.0,17.0,122.0,83.0,5.0,66.0,18.0,54.0,67.0,9.0,-28.0,33.0,40.0,112.0,26.0,6045.0,-8.0,2987.810144767165
-0.0,-1.0,-1.0,-0.0,0.0,-1.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,29.0,43.0,-14.0,97.0,65.0,14.0,-8.0,20.0,45.0,39.0,12.0,63.0,-2.0,69.0,36.0,-35.0,61.0,90.0,2.0,2153.0,13.0,-1199.0,9.0,696.7987917419523
1.0,1.0,-2.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,-0.0,-1.0,-0.0,14.0,-14.0,0.0,40.0,76.0,-16.0,5.0,-7.0,54.0,58.0,5.0,29.0,-4.0,93.0,74.0,-27.0,83.0,59.0,5.0,9032.0,14.0,1425.0,10.0,1382.742778185755
2.0,-0.0,-2.0,1.0,1.0,-0.0,-0.0,1.0,1.0,-1.0,-1.0,-0.0,-6.0,33.0,-12.0,211.0,93.0,18.0,2.0,9.0,30.0,40.0,-2.0,-31.0,9.0,44.0,91.0,1.0,-0.0,50.0,9.0,-7578.0,-17.0,-3483.0,-7.0,1136.960606917739
2.0,1.0,-0.0,1.0,0.0,0.0,-0.0,-1.0,1.0,-3.0,2.0,-1.0,2.0,42.0,50.0,-51.0,84.0,-1.0,39.0,-0.0,121.0,35.0,2.0,5.0,65.0,32.0,161.0,-73.0,70.0,32.0,2.0,2663.0,9.0,-916.0,26.0,453.44737586937845
1.0,-1.0,-0.0,-1.0,-1.0,-0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,23.0,22.0,-11.0,93.0,79.0,12.0,-20.0,5.0,25.0,21.0,15.0,63.0,-84.0,81.0,18.0,5.0,-42.0,91.0,8.0,6489.0,11.0,-512.0,17.0,5768.073649153113
-0.0,-2.0,-0.0,0.0,-1.0,2.0,2.0,-0.0,1.0,3.0,-1.0,1.0,-27.0,2.0,15.0,33.0,84.0,12.0,36.0,1.0,-1.0,119.0,4.0,5.0,37.0,120.0,31.0,65.0,19.0,53.0,12.0,3730.0,15.0,2197.0,-5.0,185.198768960312
0.0,1.0,-1.0,-0.0,-1.0,-1.0,-1.0,-2.0,1.0,0.0,0.0,1.0,10.0,-19.0,-13.0,128.0,79.0,-6.0,6.0,8.0,42.0,33.0,5.0,3.0,-72.0,104.0,140.0,-73.0,-27.0,77.0,56.0,5632.0,-8.0,39.0,-9.0,2348.5744707882404
-1.0,0.0,-0.0,-1.0,-2.0,0.0,1.0,1.0,-0.0,3.0,1.0,1.0,0.0,-2.0,8.0,80.0,89.0,-13.0,31.0,-4.0,11.0,95.0,-5.0,-51.0,101.0,91.0,65.0,2.0,22.0,53.0,8.0,5241.0,6.0,-18.0,6.0,2602.9924561828375
-1.0,1.0,-0.0,0.0,-2.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-0.0,6.0,-23.0,-8.0,40.0,98.0,-19.0,-21.0,-17.0,47.0,86.0,-4.0,1.0,18.0,95.0,70.0,45.0,-35.0,85.0,-1.0,6509.0,5.0,1367.0,4.0,1434.7396377064288
1.0,-2.0,1.0,-1.0,0.0,-0.0,1.0,0.0,-2.0,-2.0,-1.0,-1.0,3.0,-7.0,-52.0,-30.0,88.0,27.0,33.0,-0.0,25.0,111.0,3.0,48.0,5.0,106.0,-9.0,45.0,137.0,98.0,42.0,12505.0,17.0,-91.0,25.0,4470.919559046626
1.0,-0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-0.0,0.0,0.0,9.0,14.0,-21.0,19.0,79.0,-4.0,46.0,6.0,32.0,90.0,3.0,15.0,20.0,83.0,83.0,-9.0,50.0,43.0,36.0,-2924.0,19.0,-2086.0,15.0,4630.846663996577
-1.0,-3.0,-1.0,1.0,0.0,1.0,-2.0,-0.0,0.0,-3.0,0.0,-0.0,11.0,6.0,8.0,85.0,83.0,-9.0,3.0,-3.0,-19.0,77.0,2.0,8.0,-8.0,66.0,41.0,-12.0,-56.0,89.0,-1.0,7275.0,-5.0,494.0,0.0,3155.061571955681
0.0,-0.0,1.0,-0.0,2.0,-2.0,-0.0,0.0,1.0,-2.0,1.0,-0.0,-3.0,47.0,-27.0,127.0,75.0,21.0,11.0,12.0,45.0,70.0,4.0,-15.0,1.0,55.0,30.0,37.0,91.0,71.0,9.0,-4655.0,-7.0,-1322.0,8.0,1355.496536910534
0.0,-1.0,2.0,-2.0,-0.0,-1.0,-0.0,-1.0,0.0,-0.0,1.0,2.0,39.0,-15.0,-46.0,52.0,77.0,-15.0,39.0,14.0,-51.0,114.0,-6.0,2.0,-4.0,109.0,-0.0,-61.0,-111.0,94.0,65.0,25562.0,-7.0,-995.0,13.0,5012.4803339242935
0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,2.0,39.0,57.0,31.0,66.0,70.0,-3.0,23.0,11.0,176.0,68.0,3.0,10.0,45.0,21.0,46.0,5.0,-88.0,30.0,-6.0,-11843.0,2.0,-189.0,18.0,1168.4013340584934
-1.0,-1.0,-2.0,-0.0,-1.0,2.0,-0.0,0.0,-2.0,1.0,-1.0,0.0,6.0,27.0,24.0,98.0,90.0,5.0,44.0,10.0,42.0,76.0,-3.0,10.0,2.0,35.0,47.0,29.0,-31.0,49.0,1.0,-2959.0,-13.0,2696.0,-4.0,2129.6804196462035
2.0,-0.0,1.0,1.0,2.0,-2.0,2.0,-1.0,-0.0,1.0,1.0,-1.0,-10.0,4.0,2.0,38.0,78.0,-0.0,-21.0,-18.0,99.0,76.0,6.0,58.0,-29.0,87.0,83.0,93.0,-108.0,63.0,-3.0,-3026.0,11.0,2844.0,-4.0,1653.2362801469862
2.0,0.0,0.0,-1.0,1.0,-3.0,1.0,1.0,0.0,-0.0,0.0,-2.0,-29.0,-4.0,-58.0,84.0,100.0,-9.0,2.0,-15.0,6.0,99.0,-7.0,-26.0,-2.0,117.0,99.0,45.0,-46.0,84.0,-4.0,627.0,-10.0,175.0,-14.0,1212.9381997659802
2.0,-1.0,0.0,-0.0,1.0,2.0,-1.0,0.0,-1.0,1.0,-2.0,0.0,-4.0,11.0,-35.0,60.0,87.0,1.0,65.0,15.0,-21.0,107.0,-10.0,-28.0,20.0,87.0,65.0,-25.0,17.0,58.0,8.0,6623.0,6.0,-797.0,1.0,2257.5585959255695
1.0,2.0,1.0,1.0,-0.0,-1.0,-0.0,-1.0,-2.0,0.0,-0.0,-0.0,18.0,23.0,21.0,143.0,113.0,22.0,-12.0,-18.0,-9.0,73.0,-15.0,-52.0,78.0,69.0,67.0,45.0,232.0,81.0,21.0,8893.0,-7.0,-2180.0,37.0,2850.2713320851326
1.0,1.0,-1.0,-2.0,1.0,-2.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,12.0,-20.0,-7.0,87.0,92.0,-4.0,-22.0,-12.0,65.0,70.0,2.0,25.0,-3.0,98.0,74.0,47.0,17.0,96.0,17.0,4997.0,-8.0,4072.0,2.0,2963.5712360963225
-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,0.0,1.0,-0.0,3.0,-1.0,14.0,35.0,40.0,168.0,58.0,0.0,0.0,7.0,52.0,60.0,8.0,-30.0,15.0,38.0,32.0,19.0,39.0,74.0,-4.0,-11335.0,1.0,-222.0,10.0,1567.5020986050367
-1.0,2.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,3.0,29.0,-60.0,109.0,66.0,19.0,41.0,36.0,52.0,41.0,0.0,-2.0,1.0,46.0,70.0,-24.0,97.0,64.0,14.0,-7135.0,3.0,-2503.0,-1.0,-283.40491347946227
-0.0,0.0,1.0,2.0,1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-7.0,16.0,-37.0,-23.0,59.0,-3.0,41.0,15.0,22.0,19.0,10.0,28.0,-11.0,-44.0,85.0,-53.0,114.0,12.0,-17.0,-6800.0,22.0,-3928.0,-10.0,-3020.157615661621
1.0,1.0,1.0,0.0,1.0,-0.0,-3.0,-1.0,-1.0,2.0,-1.0,-2.0,-13.0,25.0,-32.0,127.0,129.0,1.0,33.0,5.0,-3.0,74.0,-15.0,-60.0,-5.0,78.0,95.0,24.0,46.0,46.0,1.0,-7574.0,-23.0,-414.0,-3.0,1159.9705923199654
0.0,-2.0,1.0,2.0,2.0,1.0,-2.0,-0.0,-0.0,-1.0,-1.0,-1.0,9.0,33.0,51.0,81.0,99.0,13.0,-1.0,-2.0,44.0,91.0,-5.0,-18.0,33.0,62.0,11.0,35.0,-129.0,89.0,-1.0,8134.0,-11.0,858.0,8.0,1223.3486455790699
-0.0,0.0,1.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,1.0,0.0,-1.0,-12.0,-0.0,-1.0,128.0,98.0,10.0,-15.0,-3.0,-16.0,49.0,3.0,27.0,-49.0,112.0,68.0,16.0,109.0,78.0,26.0,4555.0,1.0,375.0,0.0,14775.433611094952
-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,-3.0,-1.0,0.0,-0.0,-0.0,36.0,-9.0,-25.0,37.0,86.0,-12.0,12.0,6.0,38.0,58.0,-3.0,41.0,-24.0,54.0,84.0,-33.0,-68.0,63.0,0.0,11792.0,4.0,-430.0,13.0,1086.3356816731393
-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-3.0,0.0,0.0,1.0,-1.0,-0.0,-2.0,-39.0,73.0,71.0,21.0,-12.0,10.0,69.0,102.0,8.0,11.0,-67.0,66.0,-10.0,119.0,67.0,98.0,-14.0,-8295.0,-0.0,-438.0,-2.0,722.796735804528
-0.0,2.0,-3.0,-0.0,2.0,-4.0,1.0,-1.0,1.0,-1.0,-0.0,2.0,24.0,-0.0,8.0,-50.0,103.0,2.0,-3.0,-6.0,69.0,112.0,6.0,16.0,119.0,90.0,-13.0,119.0,176.0,74.0,6.0,9088.0,25.0,3938.0,28.0,6046.209227621555
2.0,1.0,1.0,2.0,-2.0,-0.0,0.0,0.0,1.0,1.0,-1.0,-0.0,-3.0,8.0,-13.0,129.0,72.0,6.0,-19.0,0.0,-16.0,19.0,4.0,31.0,-89.0,107.0,120.0,-50.0,-140.0,76.0,38.0,14934.0,-2.0,-2370.0,-2.0,53.85534827481024
3.0,-0.0,1.0,2.0,1.0,-0.0,-1.0,1.0,0.0,-0.0,1.0,0.0,-12.0,19.0,-44.0,43.0,74.0,3.0,36.0,-3.0,-36.0,62.0,2.0,14.0,-23.0,118.0,52.0,-78.0,53.0,44.0,3.0,5932.0,26.0,-6249.0,8.0,1139.145707178861
-1.0,1.0,1.0,-1.0,0.0,1.0,-2.0,-0.0,1.0,-1.0,-1.0,0.0,-31.0,12.0,-3.0,16.0,102.0,-2.0,13.0,0.0,-25.0,87.0,-3.0,-8.0,2.0,114.0,61.0,26.0,-33.0,56.0,9.0,13356.0,2.0,1202.0,-9.0,3254.6378158926964
2.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,2.0,1.0,-3.0,0.0,44.0,41.0,52.0,3.0,8.0,-7.0,-3.0,45.0,23.0,69.0,-55.0,86.0,85.0,-36.0,-79.0,88.0,18.0,17679.0,5.0,-157.0,-4.0,3563.0919438079
1.0,0.0,2.0,-1.0,0.0,3.0,-1.0,1.0,-0.0,-2.0,-0.0,-0.0,6.0,25.0,2.0,88.0,76.0,-8.0,-10.0,-4.0,49.0,59.0,3.0,48.0,-23.0,64.0,79.0,-11.0,81.0,65.0,-3.0,2786.0,5.0,-1332.0,-0.0,786.6662612315267
-2.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-2.0,0.0,0.0,2.0,-2.0,-41.0,12.0,3.0,146.0,93.0,-4.0,-14.0,-15.0,20.0,81.0,-6.0,-56.0,7.0,85.0,96.0,88.0,6.0,88.0,15.0,-4686.0,-17.0,2677.0,-25.0,6018.467466697097
1.0,-0.0,-0.0,2.0,2.0,-2.0,-0.0,2.0,-0.0,-1.0,-0.0,-0.0,14.0,-16.0,-18.0,19.0,111.0,-11.0,-1.0,-1.0,101.0,88.0,-5.0,34.0,-26.0,104.0,65.0,25.0,-145.0,76.0,-10.0,3415.0,-2.0,3621.0,-9.0,1062.4607225246727
-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,0.0,-3.0,1.0,0.0,-0.0,9.0,-13.0,-39.0,75.0,105.0,4.0,6.0,-12.0,7.0,75.0,-1.0,-12.0,43.0,42.0,56.0,19.0,208.0,81.0,7.0,7352.0,10.0,-2446.0,20.0,1129.909462686628
-1.0,-0.0,0.0,-2.0,1.0,-1.0,0.0,1.0,2.0,1.0,-2.0,-0.0,-34.0,53.0,6.0,122.0,75.0,33.0,-8.0,-0.0,6.0,98.0,9.0,-13.0,-1.0,107.0,-3.0,117.0,18.0,78.0,5.0,-5701.0,-6.0,1038.0,-9.0,2899.6216784715652
1.0,1.0,0.0,-2.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2.0,1.0,-2.0,-9.0,-9.0,-22.0,86.0,2.0,25.0,-1.0,60.0,120.0,1.0,-5.0,46.0,85.0,11.0,95.0,86.0,101.0,-1.0,5120.0,6.0,5281.0,-1.0,1614.5200164094567
-1.0,1.0,1.0,-1.0,-1.0,1.0,-2.0,-1.0,1.0,2.0,-1.0,-0.0,-25.0,24.0,-7.0,97.0,77.0,-2.0,-3.0,-0.0,1.0,64.0,5.0,15.0,-45.0,93.0,60.0,48.0,1.0,65.0,3.0,-1862.0,10.0,-600.0,-9.0,2061.386349514127
0.0,1.0,0.0,2.0,0.0,-1.0,1.0,1.0,-2.0,-1.0,-5.0,-1.0,-15.0,-4.0,-39.0,-8.0,108.0,10.0,8.0,-2.0,12.0,89.0,-6.0,31.0,6.0,107.0,63.0,47.0,-66.0,96.0,1.0,13787.0,10.0,898.0,-4.0,1229.3960144370794
1.0,-0.0,1.0,-1.0,0.0,-0.0,2.0,-0.0,-0.0,2.0,1.0,-1.0,-8.0,-17.0,-51.0,34.0,102.0,15.0,15.0,1.0,2.0,115.0,-10.0,-13.0,12.0,100.0,15.0,55.0,79.0,106.0,9.0,4003.0,-5.0,1781.0,11.0,1000.1179610267282
-0.0,-0.0,2.0,0.0,2.0,1.0,-0.0,0.0,1.0,-2.0,-0.0,-0.0,23.0,11.0,9.0,-23.0,83.0,13.0,-11.0,5.0,-13.0,57.0,-0.0,-2.0,38.0,3.0,28.0,-2.0,74.0,92.0,33.0,22677.0,-4.0,-363.0,31.0,903.2098167911172
0.0,-1.0,-0.0,-2.0,-3.0,3.0,1.0,-1.0,-2.0,1.0,-1.0,-1.0,39.0,19.0,35.0,126.0,87.0,14.0,11.0,17.0,16.0,57.0,-10.0,5.0,13.0,70.0,38.0,-46.0,-47.0,69.0,26.0,17202.0,-17.0,1175.0,17.0,2854.4554563984275
1.0,-1.0,0.0,1.0,-2.0,-2.0,0.0,-2.0,1.0,-1.0,-1.0,-2.0,22.0,21.0,1.0,-45.0,92.0,-15.0,-14.0,-9.0,113.0,75.0,-1.0,59.0,40.0,71.0,39.0,54.0,-97.0,37.0,-21.0,-1738.0,27.0,-3283.0,17.0,-196.82711540115997
1.0,-1.0,0.0,-0.0,2.0,-2.0,-1.0,-0.0,0.0,1.0,1.0,1.0,-5.0,-6.0,-37.0,88.0,87.0,1.0,3.0,-6.0,37.0,54.0,8.0,39.0,-51.0,103.0,48.0,50.0,73.0,69.0,4.0,-334.0,12.0,719.0,-3.0,2454.5325674414635
-1.0,1.0,0.0,1.0,-0.0,-1.0,4.0,1.0,0.0,-1.0,1.0,-1.0,12.0,5.0,-14.0,-7.0,97.0,-3.0,-15.0,-3.0,86.0,71.0,-4.0,4.0,61.0,63.0,151.0,28.0,-54.0,60.0,-15.0,1269.0,8.0,-162.0,1.0,207.26936092600226
-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-1.0,-47.0,70.0,25.0,56.0,73.0,23.0,32.0,-5.0,8.0,61.0,-3.0,-35.0,97.0,11.0,82.0,41.0,74.0,52.0,-7.0,-16148.0,11.0,-707.0,-2.0,-176.30549454549327
-1.0,-0.0,0.0,-1.0,-1.0,-1.0,-0.0,0.0,-1.0,-1.0,0.0,2.0,6.0,22.0,11.0,28.0,39.0,-3.0,53.0,16.0,78.0,71.0,24.0,51.0,18.0,63.0,33.0,-21.0,-146.0,66.0,-1.0,8686.0,21.0,-421.0,-1.0,-198.5251822322607
1.0,3.0,0.0,2.0,-2.0,-0.0,-1.0,1.0,2.0,1.0,-1.0,-0.0,-9.0,34.0,55.0,92.0,52.0,6.0,-10.0,-2.0,22.0,19.0,9.0,35.0,-52.0,127.0,110.0,-8.0,84.0,34.0,63.0,3518.0,-5.0,-905.0,12.0,4394.201331079006
-1.0,3.0,-0.0,-1.0,-0.0,-0.0,0.0,1.0,-1.0,-0.0,-2.0,0.0,-43.0,13.0,-60.0,146.0,78.0,8.0,-4.0,-3.0,-6.0,54.0,3.0,-9.0,-31.0,86.0,115.0,40.0,82.0,84.0,6.0,-3744.0,8.0,-3603.0,-22.0,3420.6605356782675
0.0,2.0,-1.0,1.0,-0.0,0.0,2.0,0.0,1.0,-2.0,0.0,-1.0,24.0,11.0,-41.0,24.0,70.0,4.0,10.0,12.0,12.0,75.0,-4.0,-27.0,32.0,60.0,45.0,43.0,126.0,81.0,15.0,8137.0,3.0,-1058.0,17.0,3497.7373165264726
-1.0,-1.0,0.0,-1.0,3.0,0.0,-1.0,1.0,-0.0,-0.0,1.0,1.0,18.0,20.0,-16.0,79.0,70.0,-11.0,0.0,-5.0,32.0,76.0,6.0,1.0,16.0,58.0,44.0,34.0,30.0,70.0,-4.0,-6400.0,4.0,-1247.0,10.0,1613.9571466706693
-1.0,1.0,-1.0,-0.0,-1.0,3.0,1.0,-0.0,-1.0,2.0,-4.0,1.0,-6.0,-44.0,-53.0,6.0,115.0,-16.0,13.0,-3.0,-4.0,106.0,-5.0,40.0,-8.0,124.0,65.0,48.0,26.0,102.0,11.0,15369.0,26.0,1516.0,-6.0,2957.4982871562243
2.0,-2.0,-2.0,-1.0,1.0,-2.0,1.0,1.0,-3.0,-1.0,-1.0,-0.0,-10.0,23.0,-34.0,137.0,84.0,18.0,33.0,14.0,64.0,53.0,10.0,54.0,-89.0,75.0,73.0,25.0,-208.0,89.0,7.0,-6646.0,-8.0,288.0,-21.0,262.59346597641706
1.0,-1.0,-1.0,-0.0,0.0,1.0,1.0,-2.0,-2.0,-1.0,1.0,-0.0,9.0,-10.0,-34.0,79.0,82.0,3.0,32.0,9.0,-29.0,64.0,-8.0,-9.0,-53.0,78.0,96.0,-32.0,-139.0,87.0,12.0,11134.0,-18.0,488.0,-14.0,3500.9990468248725
1.0,-1.0,-1.0,-2.0,2.0,-0.0,1.0,-2.0,-0.0,-1.0,-0.0,-1.0,-16.0,36.0,1.0,15.0,97.0,10.0,47.0,16.0,86.0,57.0,2.0,18.0,58.0,31.0,81.0,31.0,-5.0,18.0,10.0,-11293.0,13.0,-273.0,-4.0,-271.96214405819774
1.0,0.0,1.0,-0.0,-0.0,0.0,-1.0,-1.0,2.0,0.0,-0.0,0.0,-9.0,22.0,-4.0,-33.0,54.0,-4.0,24.0,5.0,-31.0,118.0,2.0,15.0,-2.0,111.0,53.0,-40.0,46.0,35.0,15.0,11437.0,13.0,122.0,6.0,2203.491152882576
-1.0,-0.0,-1.0,2.0,1.0,-1.0,-1.0,-1.0,0.0,-0.0,1.0,-0.0,23.0,18.0,48.0,89.0,97.0,3.0,-35.0,-4.0,91.0,93.0,-8.0,-19.0,18.0,48.0,10.0,100.0,-82.0,89.0,-5.0,-780.0,-24.0,5073.0,3.0,1780.9157520756125
1.0,-0.0,-2.0,1.0,-1.0,0.0,1.0,-3.0,-1.0,-0.0,-3.0,-2.0,-4.0,29.0,58.0,65.0,99.0,13.0,21.0,7.0,48.0,64.0,-5.0,-6.0,29.0,49.0,76.0,8.0,-88.0,64.0,8.0,5536.0,-9.0,2937.0,-9.0,1965.444204159081
1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-2.0,1.0,4.0,22.0,-8.0,20.0,81.0,-3.0,29.0,-1.0,14.0,98.0,-0.0,10.0,45.0,86.0,19.0,45.0,101.0,47.0,2.0,-906.0,23.0,-2773.0,11.0,1220.3691596463323
-1.0,-2.0,-1.0,1.0,-2.0,-0.0,-0.0,-1.0,0.0,1.0,-1.0,-2.0,44.0,14.0,26.0,59.0,100.0,0.0,16.0,7.0,13.0,62.0,-5.0,3.0,64.0,52.0,-13.0,15.0,22.0,58.0,-6.0,1210.0,10.0,-544.0,28.0,5231.525275170803
-1.0,-0.0,-0.0,0.0,-3.0,0.0,-1.0,-2.0,-2.0,0.0,0.0,1.0,17.0,-8.0,-7.0,65.0,96.0,1.0,11.0,3.0,3.0,129.0,-1.0,-12.0,47.0,52.0,-61.0,102.0,-2.0,116.0,3.0,10807.0,-8.0,2507.0,5.0,1156.1269961036742
2.0,-1.0,0.0,1.0,1.0,1.0,1.0,-2.0,1.0,-0.0,2.0,1.0,9.0,-5.0,-57.0,127.0,78.0,-4.0,-19.0,-4.0,57.0,76.0,-1.0,14.0,-81.0,83.0,48.0,37.0,-74.0,89.0,-2.0,-773.0,-9.0,-1262.0,-13.0,2478.2212345153093
-0.0,-1.0,-0.0,-1.0,2.0,-1.0,2.0,-2.0,0.0,0.0,1.0,1.0,-8.0,-15.0,-50.0,23.0,77.0,4.0,12.0,-1.0,44.0,107.0,10.0,66.0,-20.0,100.0,49.0,74.0,28.0,77.0,-3.0,-1337.0,18.0,2297.0,-10.0,1699.2105953618884
-0.0,-1.0,-2.0,0.0,1.0,2.0,-0.0,-0.0,-2.0,0.0,-1.0,1.0,21.0,28.0,9.0,75.0,91.0,-2.0,-0.0,6.0,67.0,60.0,-5.0,25.0,25.0,54.0,38.0,37.0,-80.0,82.0,-7.0,-1755.0,-0.0,3080.0,4.0,1038.313988495618
-1.0,1.0,-1.0,-0.0,-0.0,0.0,0.0,-2.0,0.0,-1.0,-2.0,2.0,5.0,39.0,18.0,52.0,85.0,22.0,12.0,14.0,-18.0,105.0,6.0,36.0,7.0,107.0,-6.0,67.0,100.0,103.0,24.0,15357.0,11.0,-1764.0,2.0,497.3661102261394
-2.0,0.0,2.0,-0.0,-0.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,28.0,14.0,2.0,-40.0,129.0,8.0,50.0,27.0,5.0,69.0,-12.0,-14.0,160.0,-2.0,-17.0,9.0,77.0,63.0,5.0,14364.0,3.0,-567.0,29.0,-868.2920873109251
0.0,-1.0,-0.0,-2.0,2.0,-1.0,-0.0,1.0,0.0,-1.0,-1.0,-1.0,-11.0,24.0,-7.0,59.0,82.0,1.0,12.0,4.0,52.0,97.0,4.0,20.0,-53.0,96.0,31.0,66.0,66.0,107.0,-11.0,-6547.0,-12.0,1005.0,-12.0,1815.8609504625201
1.0,-2.0,1.0,1.0,-1.0,1.0,2.0,1.0,-1.0,0.0,0.0,-0.0,-20.0,-11.0,-38.0,52.0,69.0,30.0,34.0,3.0,-15.0,79.0,20.0,76.0,-51.0,100.0,-3.0,-29.0,49.0,65.0,12.0,11111.0,22.0,-2030.0,9.0,7781.1941614151
1.0,1.0,1.0,-1.0,-0.0,-0.0,-2.0,-0.0,0.0,-0.0,-1.0,-2.0,-24.0,23.0,6.0,129.0,115.0,13.0,-25.0,-17.0,2.0,64.0,-5.0,-23.0,-5.0,107.0,88.0,44.0,64.0,91.0,13.0,2813.0,-8.0,676.0,2.0,8206.342465162277
-1.0,-1.0,-1.0,-1.0,-0.0,-3.0,-1.0,1.0,-0.0,3.0,-0.0,-3.0,8.0,-7.0,4.0,74.0,82.0,-4.0,30.0,-5.0,37.0,67.0,3.0,-12.0,45.0,82.0,19.0,27.0,23.0,54.0,-3.0,-4547.0,15.0,-366.0,14.0,2226.1266113445163
-0.0,-2.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-0.0,-2.0,46.0,-28.0,-18.0,-62.0,95.0,-23.0,15.0,3.0,77.0,101.0,-5.0,40.0,50.0,61.0,-15.0,-6.0,-10.0,56.0,-13.0,10020.0,25.0,-1356.0,27.0,-211.92270975140855
-0.0,2.0,1.0,-0.0,-0.0,2.0,0.0,-1.0,-0.0,2.0,-0.0,0.0,21.0,19.0,-13.0,54.0,106.0,-9.0,26.0,19.0,84.0,77.0,-3.0,6.0,29.0,47.0,100.0,-8.0,26.0,36.0,7.0,1159.0,5.0,770.0,11.0,425.9096080046147
