OperatingSystemCharacteristics,SQLITE_SECURE_DELETE,ChooseSQLITE_TEMP_STORE,SQLITE_TEMP_STOREzero,SQLITE_TEMP_STOREone,SQLITE_TEMP_STOREtwo,SQLITE_TEMP_STOREthree,EnableFeatures,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,DisableFeatures,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,OmitFeatures,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,Options,SetAutoVacuum,AutoVacuumOff,AutoVacuumOn,SetCacheSize,StandardCacheSize,LowerCacheSize,HigherCacheSize,LockingMode,ExclusiveLock,NormalLockingMode,PageSize,StandardPageSize,LowerPageSize,HigherPageSize,HighestPageSize,PERF
-1.0,1.0,2.0,0.0,0.0,1.0,1.0,-2.0,-1.0,2.0,0.0,-2.0,-1.0,-0.0,2.0,-1.0,1.0,-0.0,-0.0,2.0,-1.0,-1.0,-0.0,2.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,2.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,-1.0,23.11988201074036
-3.0,0.0,0.0,-0.0,-2.0,1.0,1.0,-2.0,1.0,-1.0,1.0,1.0,1.0,0.0,-2.0,-1.0,-0.0,-1.0,2.0,1.0,1.0,-0.0,0.0,2.0,-1.0,1.0,-0.0,-1.0,3.0,-2.0,-0.0,1.0,-1.0,0.0,-0.0,2.0,-1.0,0.0,-1.0,-4.685486042433617
1.0,0.0,1.0,1.0,-1.0,1.0,-0.0,0.0,1.0,-3.0,1.0,1.0,-2.0,1.0,-0.0,2.0,1.0,-0.0,-0.0,-1.0,0.0,1.0,-1.0,1.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,1.0,2.0,-1.0,1.0,-0.0,2.0,0.0,-1.0,18.56560217889526
-0.0,0.0,-1.0,3.0,-2.0,-1.0,-2.0,-0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,1.0,0.0,-0.0,0.0,2.0,4.0,1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,2.0,0.0,2.0,-1.0,2.0,0.0,1.0,-2.0,1.0,-0.0,9.498598080787719
1.0,-0.0,1.0,0.0,-1.0,3.0,-1.0,-0.0,-0.0,1.0,0.0,-1.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-0.0,0.0,0.0,1.0,2.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,18.764770774649605
-1.0,-0.0,-0.0,-1.0,-0.0,1.0,-1.0,-1.0,2.0,-1.0,-1.0,-3.0,1.0,0.0,2.0,-1.0,-0.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.0,1.0,1.0,0.0,-2.0,1.0,2.0,-2.0,1.0,2.0,2.0,-1.0,1.0,2.0,0.0,1.0,-3.0,8.699501729315081
0.0,0.0,-0.0,-0.0,-1.0,0.0,1.0,1.0,2.0,1.0,-0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.0,2.0,-0.0,-1.0,2.0,-1.0,0.0,-0.0,0.0,1.0,-0.0,0.0,1.0,-0.0,2.0,0.0,-0.0,-1.0,-2.543792523245821
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.0,-1.0,-0.0,-0.0,2.0,2.0,-2.0,1.0,-1.0,-2.0,2.0,1.0,0.0,-2.0,2.0,0.0,-1.0,-1.0,3.0,-2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,-0.0,-2.0,-5.867757406147533
-1.0,-1.0,1.0,1.0,-2.0,1.0,1.0,1.0,-1.0,-0.0,1.0,2.0,-2.0,0.0,0.0,1.0,2.0,-1.0,0.0,1.0,-0.0,-2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,-2.0,1.0,-1.0,1.0,1.0,2.0,-1.0,0.0,0.0,1.0,-9.966515619955352
-2.0,1.0,0.0,-0.0,-0.0,-2.0,1.0,-0.0,0.0,-1.0,-0.0,-1.0,1.0,-0.0,0.0,1.0,1.0,0.0,-0.0,-1.0,1.0,3.0,1.0,1.0,2.0,-1.0,-1.0,1.0,1.0,-0.0,0.0,1.0,1.0,0.0,1.0,0.0,-2.0,-0.0,2.0,-3.928991558856986
1.0,-1.0,-1.0,1.0,-0.0,0.0,-2.0,1.0,-0.0,-1.0,1.0,1.0,1.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-2.0,0.0,2.0,1.0,-0.0,0.0,1.0,1.0,0.0,-1.0,1.0,1.0,-0.0,1.0,-1.0,1.0,-0.0,1.0,-9.9067962860152
0.0,-1.0,2.0,1.0,0.0,-0.0,1.0,-1.0,1.0,3.0,-0.0,-1.0,2.0,-1.0,-2.0,1.0,-0.0,-0.0,-1.0,1.0,-1.0,-1.0,2.0,-0.0,1.0,-0.0,-0.0,1.0,-1.0,2.0,-0.0,1.0,-1.0,2.0,0.0,2.0,-0.0,0.0,-2.0,51.01269367275185
-2.0,2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.0,-1.0,-2.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,-1.0,1.0,-1.0,-0.0,0.0,23.019612118670224
-1.0,-1.0,-2.0,2.0,-0.0,-2.0,-1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,0.0,-1.0,-4.0,-4.0,-3.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,-0.0,2.0,-0.0,0.0,-1.0,20.69277707185526
2.0,-0.0,-1.0,-0.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,-3.0,1.0,1.0,-1.0,-0.0,-2.0,-0.0,-0.0,1.0,0.0,-1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,-1.0,2.0,1.0,0.0,1.0,1.0,0.0,-0.0,0.0,1.0,24.97503223302549
0.0,1.0,0.0,2.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-4.0,1.0,0.0,-1.0,0.0,-1.0,1.0,2.0,1.0,-1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,19.253055138115545
-0.0,-0.0,2.0,0.0,0.0,-1.0,3.0,-1.0,0.0,-1.0,0.0,-1.0,-0.0,-1.0,1.0,-0.0,-1.0,-0.0,-1.0,-1.0,0.0,1.0,-0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0,-1.0,1.0,0.0,-0.0,41.82252342367717
1.0,-0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,3.0,1.0,-1.0,0.0,-1.0,-0.0,-0.0,1.0,-1.0,-2.0,1.0,-0.0,1.0,-0.0,-1.0,1.0,-1.0,1.0,1.0,-0.0,-3.0,2.0,1.0,1.0,35.28826746369756
0.0,-0.0,1.0,1.0,-1.0,2.0,-1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,-1.0,-0.0,0.0,2.0,-1.0,1.0,-1.0,-2.0,1.0,1.0,-1.0,-0.0,2.0,0.0,-2.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0,-15.882780556604443
0.0,0.0,-2.0,-1.0,-0.0,0.0,-1.0,-0.0,1.0,-1.0,1.0,-0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,-1.0,-1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,2.0,14.310878251586935
0.0,1.0,2.0,1.0,0.0,0.0,-0.0,-1.0,-2.0,0.0,0.0,2.0,0.0,1.0,-2.0,-0.0,-3.0,-0.0,2.0,-1.0,1.0,1.0,-2.0,2.0,-1.0,2.0,-1.0,1.0,-1.0,-1.0,2.0,2.0,0.0,0.0,-0.0,1.0,-0.0,0.0,-0.0,12.20549311426912
1.0,-0.0,-0.0,1.0,0.0,-1.0,-0.0,-0.0,-0.0,2.0,1.0,-0.0,1.0,-0.0,-2.0,1.0,-1.0,2.0,-0.0,-1.0,-0.0,-1.0,0.0,0.0,0.0,-0.0,2.0,0.0,-2.0,1.0,2.0,-0.0,0.0,1.0,1.0,-1.0,-0.0,0.0,2.0,25.54240371761852
0.0,0.0,-1.0,0.0,-1.0,-0.0,-1.0,1.0,2.0,1.0,0.0,1.0,3.0,-0.0,0.0,1.0,-1.0,-1.0,1.0,-3.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,2.0,-1.0,-1.0,3.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-11.063650414216916
0.0,-0.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,1.0,1.0,-0.0,-1.0,-2.0,2.0,-1.0,1.0,1.0,2.0,-2.0,-2.0,-0.0,-1.0,1.0,2.0,0.0,-1.0,0.0,2.0,-0.0,0.0,1.0,2.0,2.0,-1.0,1.0,0.0,-0.0,-0.0,1.0,-4.081633284837046
1.0,-0.0,-1.0,-0.0,-0.0,1.0,-1.0,2.0,2.0,0.0,1.0,2.0,-1.0,-0.0,-0.0,2.0,-0.0,0.0,2.0,1.0,-2.0,-1.0,-2.0,-1.0,1.0,1.0,1.0,-1.0,0.0,2.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,3.9660703635192736
-1.0,3.0,0.0,1.0,-1.0,-0.0,-0.0,1.0,-0.0,1.0,1.0,-0.0,2.0,0.0,-1.0,-1.0,2.0,-2.0,0.0,1.0,-0.0,-1.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-0.0,-1.0,0.0,2.0,-12.244590889348705
-0.0,0.0,-0.0,-1.0,2.0,-1.0,-0.0,0.0,-0.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-0.0,2.0,1.0,-1.0,-2.0,-3.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.0,1.0,2.0,-2.0,1.0,-1.0,2.0,1.0,-1.0,3.0,0.0,-1.0,18.445966489751957
0.0,2.0,1.0,2.0,-2.0,0.0,0.0,-2.0,-1.0,2.0,-0.0,1.0,1.0,-0.0,-1.0,-2.0,1.0,-0.0,-1.0,0.0,-2.0,0.0,1.0,1.0,-1.0,1.0,-0.0,1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,0.0,-2.0,-1.0,0.0,3.0,31.3761913743373
-0.0,-1.0,-1.0,2.0,-1.0,-2.0,-1.0,-0.0,1.0,-1.0,1.0,2.0,-1.0,0.0,-1.0,1.0,-0.0,-2.0,-0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.730659913999125
1.0,-2.0,-2.0,-1.0,1.0,-1.0,0.0,0.0,-2.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,-0.0,-0.0,1.0,-3.0,0.0,1.0,2.0,-1.0,2.0,1.0,0.0,-1.0,0.0,1.0,2.0,-1.0,1.0,-0.0,1.0,1.0,0.0,-1.0,20.345325099272046
-2.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-2.0,0.0,-1.0,2.0,1.0,-1.0,0.0,-0.0,1.0,-1.0,-3.0,-1.0,0.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,0.0,-1.0,10.446643502144509
-1.0,-0.0,1.0,1.0,-0.0,1.0,-1.0,1.0,-1.0,-0.0,1.0,-1.0,2.0,-0.0,-1.0,-3.0,1.0,-1.0,-2.0,3.0,-1.0,-2.0,-1.0,0.0,2.0,-0.0,-0.0,0.0,1.0,-1.0,1.0,-0.0,1.0,1.0,2.0,0.0,1.0,0.0,-0.0,7.262567944963866
1.0,-0.0,-1.0,0.0,-1.0,0.0,-0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,2.0,-0.0,1.0,2.0,-1.0,-2.0,-2.0,-0.0,0.0,1.0,2.0,0.0,1.0,-0.0,1.0,2.0,-1.0,0.0,1.0,-0.0,1.0,1.0,-1.0,2.0,-0.0,0.0,2.4049380566839376
-0.0,0.0,0.0,-1.0,2.0,-0.0,-0.0,0.0,1.0,-4.0,1.0,-0.0,2.0,-0.0,1.0,2.0,0.0,-1.0,-1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,0.0,1.0,1.0,33.754232048394336
-1.0,0.0,-0.0,-1.0,-0.0,1.0,-0.0,0.0,-2.0,-0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,-2.0,-2.0,-1.0,-1.0,0.0,2.0,0.0,-1.0,1.0,1.0,0.0,2.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,3.0,-12.570032203661523
1.0,-1.0,-1.0,1.0,-2.0,1.0,-0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-2.0,1.0,1.0,-1.0,-2.0,-0.0,1.0,-2.0,0.0,1.0,-0.0,1.0,-0.0,1.0,2.0,-1.0,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,1.0,-1.0,-12.66951898596408
-0.0,1.0,2.0,1.0,0.0,1.0,-0.0,1.0,-0.0,-2.0,1.0,-1.0,2.0,2.0,-4.0,1.0,1.0,0.0,-2.0,1.0,-1.0,1.0,2.0,2.0,-0.0,-1.0,2.0,1.0,2.0,0.0,-2.0,1.0,0.0,1.0,1.0,-1.0,0.0,-0.0,2.0,-10.55755751770101
-1.0,-1.0,1.0,2.0,-1.0,-0.0,-0.0,-1.0,-0.0,-2.0,-0.0,-0.0,-0.0,-0.0,0.0,-2.0,1.0,0.0,-0.0,1.0,-0.0,0.0,-1.0,1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,2.0,-1.0,1.0,-0.0,1.0,0.0,0.0,-1.0,16.815034425214794
-0.0,2.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-2.0,1.0,-1.0,2.0,0.0,1.0,-0.0,-1.0,1.0,1.0,2.0,-1.0,0.0,0.0,3.0,-2.0,1.0,1.0,-0.0,0.0,3.0,-1.0,0.0,-1.0,25.926465823071737
-1.0,0.0,1.0,1.0,-3.0,1.0,1.0,0.0,1.0,0.0,-1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,-0.0,2.0,-1.0,-2.0,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,-0.0,-0.0,1.0,-4.586080357267091
-1.0,-0.0,0.0,1.0,-1.0,0.0,0.0,-0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,-0.0,1.0,-1.0,-1.0,-2.0,-1.0,2.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,2.8297676426678136
0.0,-2.0,0.0,-2.0,1.0,-1.0,2.0,-1.0,2.0,0.0,-0.0,-0.0,-3.0,-1.0,-1.0,-2.0,-1.0,1.0,-2.0,-0.0,-0.0,0.0,0.0,-0.0,-1.0,-0.0,1.0,0.0,2.0,1.0,-3.0,-1.0,1.0,0.0,0.0,-1.0,0.0,3.0,-3.0,38.94865585497474
-1.0,1.0,-1.0,1.0,-3.0,-1.0,1.0,-0.0,1.0,1.0,-1.0,0.0,-1.0,-0.0,2.0,-2.0,-2.0,-0.0,1.0,1.0,-0.0,-1.0,-1.0,-0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.0,-1.4078125739710545
0.0,-1.0,-0.0,-0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,2.0,-0.0,0.0,1.0,0.0,-2.0,0.0,-1.0,-0.0,-1.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,2.0,1.0,-0.0,-1.0,0.0,2.0,-15.390597560267645
-1.0,1.0,-2.0,-1.0,-0.0,-2.0,1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,0.0,-0.0,-1.0,1.0,-1.0,2.0,-0.0,-2.0,-1.0,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,2.0,0.0,0.0,13.916720298990343
-0.0,1.0,1.0,-0.0,2.0,-1.0,-0.0,-0.0,-1.0,-2.0,-1.0,2.0,1.0,-0.0,1.0,-1.0,1.0,1.0,1.0,0.0,-2.0,-1.0,0.0,-0.0,1.0,-0.0,-0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,-0.0,2.0,-1.0,0.0,-2.0,21.648278454442618
-1.0,-0.0,-1.0,-1.0,0.0,-2.0,2.0,-0.0,-0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,2.0,-1.0,1.0,-0.0,0.0,0.0,2.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,0.0,-0.0,24.55205146273178
-1.0,-1.0,-1.0,-0.0,1.0,-1.0,-2.0,-0.0,1.0,1.0,-0.0,-2.0,-0.0,1.0,-2.0,1.0,-0.0,0.0,-1.0,-0.0,2.0,-0.0,-2.0,2.0,1.0,-0.0,-1.0,1.0,1.0,2.0,-2.0,1.0,-0.0,2.0,1.0,-0.0,2.0,0.0,-2.0,-11.59315799426631
1.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,2.0,2.0,2.0,0.0,-2.0,0.0,1.0,0.0,0.0,-1.0,-2.0,0.0,-1.0,2.0,-0.0,1.0,1.0,0.0,2.0,0.0,-1.0,3.0,-1.0,-0.0,0.0,1.0,2.0,1.0,-1.0,0.0,1.0,20.51986205692398
-0.0,0.0,-0.0,2.0,0.0,-1.0,-1.0,-1.0,-2.0,-1.0,-0.0,-2.0,0.0,-0.0,0.0,5.0,-1.0,2.0,-1.0,2.0,1.0,-2.0,-1.0,1.0,-1.0,0.0,1.0,0.0,2.0,1.0,-1.0,0.0,-2.0,3.0,-0.0,1.0,0.0,0.0,-1.0,6.755021270340679
0.0,-0.0,-2.0,-0.0,0.0,1.0,-2.0,-0.0,0.0,-1.0,1.0,0.0,-3.0,-0.0,-1.0,1.0,1.0,-1.0,-0.0,2.0,-0.0,-2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,2.0,0.0,1.0,-0.0,1.0,2.0,-2.0,0.0,0.0,31.484517246938953
-1.0,-0.0,0.0,2.0,0.0,-2.0,-0.0,-2.0,-1.0,1.0,-0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,2.0,-1.0,0.0,-1.0,2.0,-1.0,-0.0,-0.0,1.0,1.0,-1.0,2.0,-0.0,1.0,-2.0,2.0,0.0,1.0,-18.38283411070026
-2.0,-0.0,2.0,2.0,0.0,1.0,-1.0,-2.0,1.0,-0.0,-0.0,-1.0,-1.0,0.0,-1.0,2.0,-3.0,-0.0,-3.0,0.0,3.0,-1.0,-0.0,2.0,-0.0,-1.0,1.0,-0.0,1.0,0.0,-1.0,2.0,2.0,-2.0,-1.0,2.0,-2.0,0.0,-0.0,16.37028579053034
-2.0,3.0,1.0,1.0,-2.0,2.0,-1.0,-1.0,2.0,2.0,-0.0,0.0,-2.0,-0.0,1.0,2.0,0.0,1.0,0.0,1.0,-2.0,1.0,0.0,1.0,-1.0,2.0,-0.0,-1.0,-3.0,2.0,1.0,-0.0,1.0,-1.0,-1.0,1.0,-0.0,0.0,1.0,-11.893752738189805
2.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,1.0,-2.0,1.0,0.0,-1.0,1.0,-1.0,-2.0,2.0,2.0,-0.0,1.0,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,1.0,-0.0,0.0,-0.0,47.478426751386806
1.0,0.0,-2.0,-0.0,-1.0,-2.0,-0.0,1.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,1.0,-1.0,1.0,0.0,-0.0,0.0,2.0,-0.0,0.0,1.0,0.0,2.0,-0.0,2.0,-0.0,-1.0,1.0,1.0,-13.001568473042438
0.0,2.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,-0.0,-1.0,-1.0,1.0,-1.0,1.0,-0.0,1.0,2.0,-1.0,-1.0,2.0,0.0,1.0,-0.0,-1.0,2.0,0.0,-1.0,26.983470968265177
-0.0,2.0,-1.0,-1.0,-3.0,1.0,1.0,-1.0,1.0,1.0,-0.0,2.0,-0.0,0.0,1.0,2.0,1.0,-1.0,-0.0,-1.0,-1.0,-3.0,2.0,1.0,1.0,-1.0,1.0,1.0,-0.0,-0.0,1.0,2.0,1.0,-0.0,0.0,-1.0,1.0,0.0,0.0,16.02591351900259
-0.0,1.0,-1.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,-0.0,-0.0,1.0,1.0,1.0,2.0,1.0,1.0,-0.0,-1.0,-1.0,0.0,0.0,-0.0,1.0,-1.0,1.0,-1.0,1.0,2.0,-0.0,-1.0,1.0,1.0,1.0,0.0,-0.0,1.0,2.0,-2.0,-26.755382039239095
0.0,-0.0,-0.0,-0.0,-1.0,-1.0,1.0,1.0,-2.0,1.0,0.0,-2.0,2.0,-0.0,2.0,-1.0,1.0,-0.0,-1.0,1.0,-0.0,1.0,0.0,-1.0,-0.0,2.0,-1.0,-0.0,-1.0,2.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,3.0,0.0,-1.0,7.741645544612136
-1.0,-1.0,-1.0,-0.0,-1.0,1.0,-1.0,1.0,3.0,2.0,1.0,-0.0,1.0,0.0,2.0,-0.0,-1.0,2.0,1.0,-0.0,-0.0,1.0,1.0,1.0,2.0,-0.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,-0.0,1.0,-0.0,-1.0,2.0,-1.0,2.5175342159025598
-0.0,-1.0,-2.0,-2.0,1.0,-0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,1.0,-1.0,-2.0,1.0,0.0,2.0,1.0,0.0,-0.0,-2.0,0.0,0.0,-1.0,1.0,-2.0,2.0,-1.0,0.0,2.0,-0.0,1.0,1.0,1.0,-2.0,-6.495497996825853
1.0,1.0,1.0,-1.0,0.0,1.0,-0.0,1.0,2.0,-1.0,0.0,-3.0,1.0,1.0,1.0,-0.0,-1.0,-1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,1.0,1.0,0.0,2.0,1.0,-0.0,-1.0,-0.0,2.0,10.398045918994963
-1.0,2.0,-0.0,-1.0,-0.0,1.0,1.0,-0.0,1.0,-1.0,1.0,2.0,-2.0,1.0,-0.0,-1.0,-1.0,3.0,-0.0,0.0,-1.0,-2.0,-1.0,1.0,-0.0,0.0,1.0,-1.0,-0.0,-0.0,1.0,1.0,-1.0,1.0,-0.0,1.0,-0.0,0.0,1.0,-3.7831570170192315
-2.0,1.0,-0.0,1.0,1.0,-2.0,-1.0,0.0,-1.0,-2.0,-1.0,-2.0,1.0,-0.0,-0.0,2.0,0.0,-0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,-0.0,2.0,1.0,-1.0,0.0,1.0,0.0,-0.0,2.0,-2.0,-0.0,2.0,-20.42698941772826
-4.0,-2.0,1.0,-1.0,-0.0,2.0,-1.0,-2.0,3.0,2.0,-0.0,-1.0,-0.0,0.0,1.0,0.0,-0.0,-1.0,2.0,4.0,1.0,-1.0,3.0,3.0,1.0,-0.0,-1.0,-0.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0.0,1.0,-2.0,0.0,0.0,-18.132115598022033
-2.0,-2.0,-0.0,1.0,-1.0,1.0,-0.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.0,2.0,1.0,1.0,-1.0,0.0,1.0,2.0,-1.0,1.0,2.0,2.0,-0.0,-1.0,-1.0,2.0,1.0,1.0,-3.0,2.0,0.0,-1.0,0.0,0.0,1.0,21.3258282811226
-1.0,0.0,-0.0,-0.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,-2.0,1.0,-0.0,-0.0,2.0,-1.0,0.0,0.0,1.0,-0.0,-1.0,2.0,-0.0,-1.0,1.0,1.0,-1.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,-2.0,1.0318754189296138
-1.0,-1.0,-0.0,1.0,-1.0,1.0,-1.0,-2.0,0.0,-1.0,0.0,-0.0,0.0,-0.0,-1.0,-0.0,-1.0,0.0,0.0,2.0,-1.0,0.0,-0.0,1.0,-0.0,-1.0,2.0,-1.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,2.0,-0.0,0.0,-1.0,18.936274798919616
0.0,-2.0,-1.0,-2.0,-1.0,2.0,-0.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,-0.0,0.0,1.0,0.0,1.0,2.0,-1.0,2.0,0.0,1.0,0.0,1.0,-2.0,1.0,-1.0,1.0,-0.0,2.0,1.0,1.0,0.0,-0.0,-0.0,1.0,-1.0,22.7003202558995
-1.0,-0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-2.0,-1.0,-0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-0.0,-0.0,2.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,-0.0,21.521494276645853
1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,1.0,-0.0,1.0,-1.0,-0.0,-2.0,-1.0,-1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,0.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,1.0,9.958866617689324
1.0,0.0,-1.0,-0.0,-1.0,2.0,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,-2.0,0.0,-1.0,-0.0,4.0,-1.0,-0.0,0.0,1.0,1.0,0.0,1.0,-0.0,2.0,-2.0,2.0,1.0,1.0,2.0,0.0,1.0,-2.0,2.0,1.0,-0.0,15.618480512518774
-1.0,2.0,1.0,-1.0,1.0,1.0,-1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-1.0,1.0,3.0,2.0,1.0,-3.0,2.0,1.0,0.0,1.0,-1.0,0.0,0.0,-2.0,2.0,1.0,-0.0,1.0,0.0,0.0,-1.0,1.0,1.0,21.171232263422695
