Smoother_GS,CGS,Smoother_JAC,Smoother,Smoother_GSRB,Smoother_GSRBAC,CGS_IP_CG,Smoother_GSACBE,CGS_IP_AMG,CGS_RED_AMG,Smoother_GSAC,numCore,post,pre,performance
0.0,1.0,-0.0,1.0,-0.0,0.0,1.0,1.0,0.0,0.0,0.0,2218.0,3.0,4.0,1965.0005308210852
0.0,1.0,0.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,3568.0,5.0,9.0,4448.086257696152
1.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,2894.0,3.0,3.0,205.40020189527425
-0.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,331.0,0.0,1.0,-17.441115139960313
-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,692.0,2.0,3.0,269.0093531742692
-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,1063.0,5.0,1.0,160.14221519324929
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,1.0,-11.0,-1.0,3.0,94.47343470342459
-0.0,1.0,-0.0,1.0,-0.0,2.0,0.0,-0.0,1.0,-0.0,-0.0,4778.0,6.0,1.0,378.6508995521814
1.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,946.0,-2.0,4.0,-8.911883936496451
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,4671.0,-0.0,4.0,306.0373076360673
-0.0,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,186.0,5.0,-3.0,28.487433658563535
-0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,547.0,5.0,-2.0,258.26569993961607
-0.0,1.0,0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,1083.0,5.0,0.0,216.82503117006274
-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,326.0,6.0,6.0,317.40716716572643
0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1692.0,5.0,4.0,306.6342436883599
0.0,1.0,0.0,1.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,1.0,-71.0,-2.0,3.0,-259.3848649501801
-0.0,1.0,1.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,2323.0,0.0,1.0,189.416192442365
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,204.0,5.0,5.0,3298.4381320446732
-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,495.0,0.0,3.0,432.68042617440227
-0.0,1.0,-0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,176.0,4.0,3.0,473.63033108711244
1.0,1.0,0.0,1.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,996.0,1.0,3.0,820.7077949158848
-0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,252.0,2.0,3.0,293.96794335804884
-0.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,937.0,3.0,-2.0,102.40316440872849
-0.0,1.0,0.0,1.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,153.0,8.0,2.0,614.8339785449207
-0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,0.0,1.0,-0.0,0.0,388.0,3.0,1.0,208.38021398708227
0.0,1.0,0.0,1.0,0.0,0.0,-0.0,1.0,1.0,-0.0,0.0,687.0,-3.0,1.0,-153.83027653582394
-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,2519.0,-1.0,3.0,-46.95749119329267
-0.0,1.0,-0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,2097.0,5.0,-1.0,310.07414419911805
-0.0,1.0,-0.0,1.0,0.0,1.0,0.0,-0.0,1.0,-0.0,0.0,3941.0,-0.0,3.0,206.33571947366002
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,-211.0,7.0,3.0,168.47345662750305
-0.0,1.0,0.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,-180.0,1.0,3.0,-13.397231278684922
0.0,1.0,-0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-211.0,1.0,-2.0,27.98579173795879
0.0,1.0,0.0,1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,0.0,3893.0,6.0,0.0,290.6507256217301
-0.0,1.0,1.0,1.0,0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-347.0,2.0,1.0,68.96049527823925
-0.0,1.0,0.0,1.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,78.0,-3.0,3.0,271.328565376997
1.0,1.0,-0.0,1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,0.0,1698.0,2.0,-3.0,-105.8172671398148
-0.0,1.0,-0.0,1.0,0.0,0.0,0.0,1.0,-0.0,1.0,-0.0,278.0,2.0,-0.0,990.7079887136817
-0.0,1.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,182.0,4.0,0.0,-52.60536224287935
-0.0,1.0,-0.0,1.0,-0.0,2.0,1.0,-0.0,0.0,0.0,-0.0,424.0,2.0,3.0,309.6500123217702
0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,1.0,-0.0,0.0,1585.0,-3.0,3.0,102.27527293972672
-0.0,1.0,1.0,1.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,0.0,261.0,-1.0,2.0,-211.41992951184514
1.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,453.0,5.0,2.0,173.21921617593617
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,335.0,-2.0,2.0,-123.57401811406018
-0.0,1.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,149.0,2.0,1.0,111.62725471276791
0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,-0.0,1.0,0.0,485.0,-1.0,3.0,112.0137791601941
0.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,-0.0,0.0,-0.0,264.0,-0.0,3.0,260.2960589077324
-0.0,1.0,-0.0,1.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1833.0,0.0,4.0,207.7375953903422
0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,2820.0,1.0,4.0,133.20143008651212
-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-258.0,3.0,2.0,306.4436840891838
0.0,1.0,0.0,1.0,0.0,0.0,-0.0,1.0,1.0,-0.0,0.0,-289.0,-2.0,0.0,-206.2415862420574
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,-258.0,12.0,3.0,5211.897614639998
-0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-231.0,2.0,1.0,69.80893101813272
-0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,314.0,-1.0,5.0,137.59656095523388
0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,1.0,-0.0,0.0,2090.0,-2.0,2.0,-267.118154800497
-0.0,1.0,0.0,1.0,0.0,-0.0,0.0,1.0,1.0,-0.0,0.0,940.0,3.0,0.0,1172.5999270290138
0.0,1.0,0.0,1.0,0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,779.0,2.0,2.0,1485.1330009296537
-0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,0.0,0.0,5144.0,7.0,-4.0,454.66363967694343
0.0,1.0,1.0,1.0,-0.0,0.0,1.0,-0.0,0.0,-0.0,-0.0,974.0,-0.0,1.0,-185.70514498259874
-0.0,1.0,1.0,1.0,0.0,0.0,-0.0,0.0,1.0,0.0,-0.0,102.0,-4.0,5.0,83.28946660328657
-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,0.0,0.0,1.0,-68.0,-0.0,4.0,40.97700486602262
0.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,3806.0,3.0,-0.0,221.87925026565793
-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,1.0,3423.0,4.0,4.0,271.32908952236176
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,0.0,3856.0,-3.0,6.0,237.08126759342852
-0.0,1.0,-0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,812.0,-1.0,4.0,113.4457361069508
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1197.0,2.0,2.0,177.8118597596884
0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,531.0,3.0,2.0,2457.2021183997394
-0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,2033.0,-0.0,4.0,168.71898597180845
-0.0,1.0,0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,1.0,0.0,670.0,5.0,5.0,565.0041338987648
-0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,0.0,204.0,3.0,-0.0,116.11091700950638
-0.0,1.0,0.0,1.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,1.0,423.0,1.0,1.0,89.1510251662694
-0.0,1.0,0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,0.0,1190.0,1.0,3.0,321.69693662635984
0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,1061.0,4.0,3.0,379.7738482370973
1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,1904.0,2.0,0.0,-218.3531933605671
-0.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,197.0,6.0,6.0,541.882247350365
-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,2517.0,7.0,3.0,442.5363900952041
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,3723.0,2.0,1.0,253.08912566043438
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0,4446.0,2.0,6.0,523.4051732290536
1.0,1.0,0.0,1.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,1415.0,4.0,5.0,191.6589285604656
0.0,1.0,0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,4592.0,5.0,4.0,510.25701951310043
-0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0,1.0,-0.0,-484.0,0.0,1.0,32.56160124675371
-0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,1110.0,-0.0,3.0,71.20477926312014
-0.0,1.0,-0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,-224.0,3.0,2.0,947.2094924829901
-0.0,1.0,-0.0,1.0,0.0,-0.0,0.0,1.0,1.0,-0.0,0.0,2456.0,-2.0,3.0,372.90089386440815
0.0,1.0,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,3038.0,-3.0,5.0,323.92183542251587
0.0,1.0,0.0,1.0,0.0,1.0,-0.0,0.0,-0.0,1.0,0.0,1285.0,3.0,3.0,465.5941015955061
0.0,1.0,0.0,1.0,-0.0,0.0,0.0,1.0,-0.0,1.0,0.0,264.0,-2.0,-0.0,229.59465365540237
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2867.0,1.0,1.0,101.51120822401718
0.0,1.0,0.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,-134.0,3.0,4.0,534.1610292229802
-0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,0.0,0.0,1.0,0.0,1377.0,1.0,4.0,256.0102860555053
0.0,1.0,0.0,1.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,1.0,1065.0,6.0,3.0,373.80448771417144
0.0,1.0,0.0,1.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,306.0,-3.0,4.0,-36.66974205384031
-0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,0.0,1.0,0.0,345.0,2.0,-0.0,181.426071363315
-0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,153.0,-3.0,4.0,73.74014410041273
1.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,0.0,0.0,-0.0,4922.0,6.0,-3.0,31.802694039535712
0.0,1.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,4333.0,1.0,2.0,183.3249189835042
0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,1.0,0.0,1.0,1213.0,-1.0,4.0,274.6178559930995
-0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,3623.0,4.0,6.0,266.37476925738156
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,1191.0,6.0,0.0,441.74594612605875
-0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.0,-0.0,4779.0,3.0,4.0,1816.039204373956
0.0,1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0,794.0,2.0,1.0,210.02707872316242
1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,4138.0,6.0,-2.0,149.0596364621073
-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,0.0,329.0,8.0,3.0,3966.403481370211
-0.0,1.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,0.0,0.0,-0.0,938.0,-1.0,4.0,295.8151299007237
0.0,1.0,0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,3501.0,3.0,2.0,339.62742540948096
-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,-945.0,3.0,-1.0,1333.7399020627142
0.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,1527.0,5.0,2.0,260.31145567782227
-0.0,1.0,-0.0,1.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,2753.0,-5.0,5.0,53.784677028935405
-0.0,1.0,1.0,1.0,0.0,-0.0,1.0,0.0,0.0,-0.0,0.0,292.0,2.0,5.0,180.68614190369846
-0.0,1.0,0.0,1.0,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0,-158.0,4.0,0.0,1.626998142359662
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1857.0,3.0,-1.0,181.95827546305955
-0.0,1.0,1.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,1770.0,3.0,-2.0,-190.30222742240878
0.0,1.0,1.0,1.0,-0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,221.0,2.0,1.0,224.7453753974289
-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,211.0,1.0,3.0,203.2781993860379
1.0,1.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,383.0,2.0,2.0,177.3348055800423
0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,-299.0,3.0,-0.0,1377.9194596767427
1.0,1.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,2791.0,1.0,1.0,117.92297762297095
-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.0,-0.0,1.0,0.0,-95.0,8.0,6.0,628.280796841532
0.0,1.0,-0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2939.0,-1.0,5.0,490.04263282120235
-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,1.0,178.0,0.0,3.0,172.4527518572286
-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,0.0,1.0,1.0,-546.0,2.0,1.0,-252.04777985699477
1.0,1.0,0.0,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,5512.0,4.0,-1.0,122.7639186937362
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4675.0,1.0,1.0,1.6643130438867957
-0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,377.0,0.0,4.0,187.52609149795026
-0.0,1.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-326.0,-1.0,3.0,77.39921927135438
0.0,1.0,0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,1.0,498.0,5.0,1.0,368.9460860509426
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,0.0,479.0,3.0,-3.0,126.68789201816546
1.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,0.0,1.0,0.0,4350.0,5.0,2.0,250.91483965106312
-0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,2876.0,8.0,5.0,686.6127379313111
-0.0,1.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-18.0,2.0,0.0,229.92358763087543
1.0,1.0,0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,445.0,6.0,3.0,238.7910461528227
-0.0,1.0,0.0,1.0,-0.0,0.0,1.0,1.0,-0.0,0.0,0.0,1029.0,-0.0,1.0,703.6880835518242
0.0,1.0,-0.0,1.0,0.0,-0.0,1.0,1.0,-0.0,-0.0,0.0,1682.0,5.0,-1.0,1015.4518430933357
1.0,1.0,0.0,1.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,0.0,169.0,3.0,-1.0,131.17109568770977
-0.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,2645.0,-2.0,5.0,48.63827796219849
-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,4967.0,-1.0,2.0,97.12460290724412
-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,-0.0,2232.0,0.0,3.0,214.26128877513113
1.0,1.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,379.0,-2.0,6.0,121.43257308769972
-0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,314.0,7.0,4.0,334.3710991371423
-0.0,1.0,0.0,1.0,0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,985.0,9.0,7.0,5246.9178630411625
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,-376.0,1.0,-2.0,-42.952779008261864
-0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4422.0,3.0,4.0,341.68472872525456
-0.0,1.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,2870.0,2.0,1.0,112.66783067770304
-0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,5001.0,1.0,7.0,88.73674558382483
0.0,1.0,0.0,1.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,35.0,3.0,-1.0,104.70656216302888
0.0,1.0,1.0,1.0,-0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,2275.0,-2.0,3.0,-35.70951593536884
0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,326.0,3.0,-1.0,-32.81181514025666
-0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,-158.0,-0.0,-0.0,-267.6263628702611
0.0,1.0,0.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,1.0,4331.0,7.0,-0.0,159.85121623855085
-0.0,1.0,0.0,1.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,1760.0,5.0,-2.0,672.7020509868861
-0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,0.0,396.0,1.0,1.0,75.27145116310567
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,1.0,838.0,6.0,4.0,290.4620005313307
-0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,1.0,6.0,2.0,4.0,331.6006305344403
1.0,1.0,0.0,1.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,0.0,4535.0,2.0,2.0,264.8799230566249
0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,0.0,-20.0,2.0,-1.0,-66.06640207739548
1.0,1.0,0.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,898.0,4.0,4.0,253.65670957230034
0.0,1.0,0.0,1.0,-0.0,1.0,0.0,-0.0,0.0,1.0,0.0,1552.0,1.0,3.0,289.2633456002921
0.0,1.0,0.0,1.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,534.0,4.0,3.0,479.8072204153985
-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,1467.0,7.0,-0.0,2992.1910024672748
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,760.0,-1.0,2.0,91.72418579822407
0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,2934.0,3.0,2.0,2005.3736137598755
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,0.0,961.0,0.0,4.0,262.8746575478465
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,2969.0,1.0,4.0,164.11053612940015
0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,1470.0,3.0,-1.0,1179.9844800367953
-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,256.0,1.0,1.0,280.1266729153693
-0.0,1.0,-0.0,1.0,1.0,0.0,0.0,-0.0,0.0,1.0,-0.0,13.0,3.0,-2.0,134.00996526051313
-0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-241.0,0.0,0.0,-147.89295439831915
-0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,168.0,1.0,-1.0,-77.26379321273417
-0.0,1.0,-0.0,1.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,186.0,1.0,1.0,195.58045314326884
-0.0,1.0,0.0,1.0,0.0,-0.0,-0.0,0.0,-0.0,1.0,1.0,1234.0,0.0,-2.0,-198.72930556070062
-0.0,1.0,-0.0,1.0,-0.0,0.0,1.0,0.0,0.0,-0.0,1.0,3836.0,4.0,-0.0,189.2718722920865
0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0,0.0,0.0,2533.0,2.0,4.0,293.932072159648
-0.0,1.0,0.0,1.0,-0.0,0.0,-0.0,0.0,1.0,-0.0,1.0,-39.0,-2.0,3.0,-8.052752355253325
1.0,1.0,0.0,1.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,2021.0,4.0,-0.0,210.99872957263145
-0.0,1.0,-0.0,1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,0.0,5869.0,1.0,0.0,-91.7021061747335
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4467.0,3.0,1.0,363.1614212509245
-0.0,1.0,1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,279.0,4.0,3.0,347.451048437506
-0.0,1.0,1.0,1.0,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,149.0,6.0,3.0,151.2692040063441
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,1.0,-0.0,1174.0,6.0,1.0,314.5857254263014
-0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,190.0,-1.0,3.0,17.50830607134849
-0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,1.0,-0.0,5540.0,2.0,-1.0,137.19020907143133
0.0,1.0,0.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,-345.0,4.0,5.0,366.1492791436613
-0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,1.0,0.0,1.0,3953.0,3.0,1.0,271.66511583980173
-0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,694.0,3.0,6.0,309.0044945459813
-0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,-0.0,1.0,0.0,410.0,3.0,4.0,298.0771774996072
-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-68.0,3.0,-1.0,1023.5884136632086
1.0,1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1692.0,4.0,-5.0,-34.72533473577351
0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,0.0,342.0,3.0,3.0,2381.0333139926197
-0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,412.0,-1.0,1.0,-253.63965846840296
-0.0,1.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-390.0,2.0,-0.0,132.6411023120396
-0.0,1.0,0.0,1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,1871.0,5.0,4.0,439.9437705665827
-0.0,1.0,-0.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-123.0,8.0,0.0,447.84270673170687
1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,1372.0,3.0,1.0,175.37220877986402
-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,0.0,1.0,1508.0,5.0,2.0,75.14247864428908
-0.0,1.0,-0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,0.0,1382.0,-1.0,1.0,2.5505978119559587
1.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,2378.0,-1.0,3.0,302.2300139836967
-0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,0.0,1.0,-0.0,0.0,367.0,-1.0,1.0,-45.99652390051634
-0.0,1.0,0.0,1.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,140.0,-1.0,2.0,103.59412095472217
-0.0,1.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,3806.0,-1.0,3.0,76.24201277298853
-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,2019.0,3.0,1.0,-31.067987606581305
0.0,1.0,-0.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-269.0,1.0,0.0,387.652146178484
1.0,1.0,0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,0.0,5698.0,2.0,2.0,31.629345244797882
