Solver,SeqSOR,CGSolver,BiCGSTABSolver,LoopSolver,SeqGS,GradientSolver,Precon,cells,post,pre,performance
1.0,1.0,-0.0,1.0,0.0,0.0,-0.0,1.0,52.0,3.0,4.0,10293.318471823632
1.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,1.0,57.0,-1.0,-3.0,27953.311061293523
1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,52.0,3.0,-0.0,16155.712696903518
1.0,-0.0,1.0,-0.0,0.0,1.0,0.0,1.0,54.0,4.0,4.0,10837.126559696879
1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,51.0,5.0,4.0,6792.495382896225
1.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,51.0,5.0,7.0,9597.961237116797
1.0,-0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,2.0,1.0,10860.08789175983
1.0,1.0,1.0,0.0,0.0,0.0,-0.0,1.0,54.0,2.0,2.0,7427.591953276896
1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,1.0,52.0,2.0,5.0,10982.588511500773
1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,51.0,5.0,1.0,6304.5488001967915
1.0,1.0,0.0,-0.0,1.0,0.0,-0.0,1.0,53.0,3.0,3.0,9168.05687951749
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,8.0,4.0,9888.535167840548
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,-2.0,7.0,10219.401865562317
1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,55.0,4.0,-1.0,13389.093055093608
1.0,-0.0,-0.0,0.0,-0.0,1.0,1.0,1.0,52.0,7.0,6.0,3961.485007869745
1.0,0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,53.0,6.0,3.0,4960.226736291152
1.0,1.0,0.0,0.0,1.0,-0.0,0.0,1.0,53.0,2.0,3.0,10495.607465102523
1.0,1.0,0.0,-0.0,1.0,0.0,-0.0,1.0,52.0,1.0,3.0,13600.512452058281
1.0,1.0,-0.0,0.0,1.0,0.0,-0.0,1.0,52.0,-1.0,7.0,9068.222059181864
1.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,56.0,-1.0,2.0,13883.214326043746
1.0,1.0,0.0,1.0,0.0,0.0,-0.0,1.0,52.0,4.0,1.0,9475.457506505772
1.0,1.0,0.0,1.0,0.0,-0.0,0.0,1.0,52.0,1.0,3.0,11311.873331786692
1.0,0.0,1.0,-0.0,0.0,1.0,0.0,1.0,50.0,3.0,2.0,14223.675724810788
1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,56.0,5.0,0.0,7486.007093927903
1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,52.0,1.0,-1.0,30105.715848137013
1.0,-0.0,1.0,0.0,0.0,1.0,-0.0,1.0,54.0,-0.0,4.0,14626.276753432516
1.0,-0.0,-0.0,0.0,0.0,1.0,1.0,1.0,54.0,3.0,2.0,8903.916789583862
1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,53.0,2.0,6.0,12791.778001838602
1.0,0.0,1.0,0.0,0.0,1.0,-0.0,1.0,51.0,3.0,5.0,11731.056853371645
1.0,-0.0,0.0,1.0,0.0,1.0,-0.0,1.0,56.0,3.0,1.0,8899.392029052015
1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,62.0,-7.0,-5.0,188194.536875477
1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,1.0,55.0,0.0,7.0,9835.563272112608
1.0,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,55.0,-0.0,3.0,11924.615189770077
1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,52.0,-1.0,5.0,14014.129071634476
1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,63.0,-2.0,0.0,104605.61958212512
1.0,0.0,0.0,-0.0,1.0,1.0,-0.0,1.0,56.0,3.0,3.0,13337.08397365553
1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,50.0,1.0,0.0,18226.100949514017
1.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,53.0,4.0,7.0,11046.724542229516
1.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,52.0,2.0,2.0,15333.335525946532
1.0,1.0,-0.0,0.0,1.0,0.0,-0.0,1.0,51.0,-1.0,0.0,21317.814291894116
1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,50.0,3.0,5.0,4380.549149815365
1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,55.0,1.0,5.0,10092.531251076023
1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,53.0,3.0,3.0,8065.13600069327
1.0,0.0,1.0,1.0,-0.0,1.0,-0.0,1.0,55.0,2.0,-3.0,14396.920079584632
1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,52.0,4.0,5.0,9530.304479174634
1.0,-0.0,1.0,0.0,0.0,1.0,-0.0,1.0,56.0,4.0,6.0,8896.334821480566
1.0,0.0,-0.0,0.0,-0.0,1.0,1.0,1.0,52.0,5.0,2.0,6244.918475920654
1.0,1.0,-0.0,0.0,1.0,0.0,-0.0,1.0,55.0,-2.0,3.0,11594.24156495604
1.0,1.0,-0.0,0.0,1.0,-0.0,0.0,1.0,52.0,2.0,1.0,8410.740445420624
1.0,1.0,-0.0,0.0,0.0,0.0,1.0,1.0,53.0,3.0,1.0,19170.44133740557
1.0,0.0,0.0,-0.0,0.0,1.0,1.0,1.0,53.0,-1.0,8.0,12372.32227912162
1.0,1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,53.0,7.0,2.0,7871.821089878625
1.0,1.0,0.0,0.0,1.0,-0.0,0.0,1.0,47.0,0.0,9.0,9397.147573973505
1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,52.0,-2.0,3.0,32914.707095876125
1.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,47.0,5.0,2.0,7927.819084477212
1.0,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,52.0,5.0,6.0,6848.170624723977
1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,55.0,2.0,1.0,10564.820435802372
1.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,53.0,1.0,1.0,15542.880623687803
1.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,53.0,3.0,0.0,8764.98922038371
1.0,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,54.0,2.0,2.0,17800.09684527793
1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,51.0,7.0,1.0,7478.698882391676
1.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,1.0,50.0,-3.0,2.0,25010.067104367485
1.0,-0.0,0.0,-0.0,0.0,1.0,1.0,1.0,52.0,2.0,5.0,9463.790188269477
1.0,-0.0,0.0,1.0,0.0,1.0,-0.0,1.0,51.0,4.0,5.0,9334.4884288154
1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,53.0,1.0,-0.0,17637.50099878907
1.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,1.0,50.0,-3.0,6.0,16473.15210164104
1.0,-0.0,0.0,0.0,1.0,1.0,0.0,1.0,48.0,4.0,6.0,7695.311099237949
1.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,51.0,3.0,5.0,8868.470758171006
1.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,54.0,1.0,1.0,22802.8565638837
1.0,1.0,-0.0,-0.0,0.0,0.0,1.0,1.0,56.0,5.0,4.0,7844.006800490351
1.0,0.0,-0.0,-0.0,1.0,1.0,0.0,1.0,53.0,4.0,2.0,9291.247334698746
1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,1.0,52.0,3.0,5.0,7599.296427360975
1.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,53.0,5.0,-1.0,10735.86229455934
1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,1.0,56.0,-2.0,5.0,13783.322732329156
1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,53.0,4.0,0.0,10601.31171956222
1.0,1.0,-0.0,-0.0,0.0,0.0,1.0,1.0,52.0,6.0,5.0,8932.483131814057
1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,1.0,54.0,5.0,3.0,8319.061548718119
1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,49.0,6.0,6.0,4261.778074441983
1.0,-0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,4.0,7.0,10808.777200654788
1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,56.0,2.0,0.0,19159.679282362653
1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,57.0,0.0,3.0,12348.027161511725
1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,52.0,-1.0,1.0,13897.908520868208
1.0,1.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,53.0,2.0,-2.0,14755.587845496833
1.0,1.0,-0.0,-0.0,1.0,0.0,0.0,1.0,49.0,4.0,4.0,8663.828391676343
1.0,-0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,5.0,-2.0,14575.812218989326
1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,55.0,3.0,2.0,7301.138195381366
1.0,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,55.0,1.0,6.0,12941.390632047185
1.0,0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,52.0,3.0,4.0,6005.196382965094
1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,52.0,5.0,2.0,6439.595947830485
1.0,1.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,52.0,2.0,0.0,11776.470112521893
1.0,-0.0,0.0,1.0,0.0,1.0,-0.0,1.0,57.0,-1.0,-4.0,21155.91061399813
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,-2.0,2.0,17240.592862414356
1.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,53.0,4.0,-1.0,11329.307425434408
1.0,1.0,0.0,-0.0,0.0,0.0,1.0,1.0,51.0,3.0,4.0,8151.545083479689
1.0,0.0,1.0,-0.0,-0.0,1.0,1.0,1.0,52.0,-2.0,7.0,13171.549910375796
1.0,1.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,52.0,7.0,8.0,7224.019726089867
1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,1.0,54.0,4.0,1.0,7374.76082442009
1.0,-0.0,0.0,-0.0,1.0,1.0,-0.0,1.0,55.0,3.0,-1.0,10427.308312488773
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,1.0,-1.0,11605.319373312113
1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,1.0,51.0,0.0,4.0,17367.67190519603
1.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,56.0,2.0,-0.0,13909.504289092656
1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,55.0,1.0,1.0,23297.38535881436
1.0,1.0,0.0,-0.0,1.0,0.0,-0.0,1.0,54.0,2.0,2.0,13002.699659590422
1.0,-0.0,0.0,-0.0,0.0,1.0,1.0,1.0,52.0,4.0,-1.0,8382.414417904136
1.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,55.0,3.0,-0.0,12887.486253012663
1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,54.0,4.0,3.0,9314.200889586496
1.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,52.0,-0.0,0.0,17300.203354893732
1.0,-0.0,0.0,0.0,0.0,1.0,1.0,1.0,56.0,-1.0,1.0,31473.565422460222
1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,48.0,1.0,1.0,13837.184336900073
1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,50.0,4.0,4.0,9902.896499566414
1.0,-0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,54.0,5.0,3.0,10672.234113371213
1.0,0.0,-0.0,0.0,1.0,1.0,0.0,1.0,51.0,3.0,2.0,13370.244293276859
1.0,-0.0,1.0,0.0,0.0,1.0,-0.0,1.0,54.0,-1.0,8.0,12297.207987879376
1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,53.0,6.0,4.0,4207.960022052191
1.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,54.0,5.0,1.0,7736.616454447114
1.0,-0.0,0.0,-0.0,1.0,1.0,-0.0,1.0,53.0,5.0,3.0,11392.79328431636
1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,49.0,3.0,1.0,10092.562359776826
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,2.0,6.0,9283.619481261767
1.0,1.0,0.0,1.0,-0.0,0.0,0.0,1.0,50.0,6.0,3.0,9869.190999963506
1.0,-0.0,0.0,1.0,0.0,1.0,-0.0,1.0,55.0,-0.0,8.0,11199.289388144336
1.0,1.0,0.0,0.0,-0.0,0.0,1.0,1.0,52.0,4.0,4.0,6807.770532708189
1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,58.0,-0.0,5.0,14798.645398278746
1.0,1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,54.0,4.0,1.0,10924.723217136465
1.0,-0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,50.0,2.0,1.0,10369.287474620449
1.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,51.0,3.0,3.0,9538.128317426677
1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,51.0,4.0,5.0,11471.22065219416
1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,54.0,2.0,0.0,10379.274923013363
1.0,1.0,-0.0,0.0,1.0,-0.0,0.0,1.0,52.0,3.0,1.0,11836.10626967943
1.0,0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,52.0,3.0,5.0,10037.554399581306
1.0,1.0,1.0,0.0,-0.0,-0.0,0.0,1.0,51.0,7.0,5.0,6337.9844318202295
1.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,58.0,-1.0,1.0,82955.03396230255
1.0,-0.0,-0.0,0.0,1.0,1.0,0.0,1.0,51.0,2.0,6.0,7964.6618965561365
1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,56.0,-1.0,3.0,12212.32012056224
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,3.0,-2.0,11708.408163751768
1.0,1.0,0.0,0.0,1.0,0.0,-0.0,1.0,56.0,-1.0,0.0,45187.53752808848
1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,54.0,0.0,2.0,30071.446503332045
1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,49.0,2.0,4.0,10386.114948602499
1.0,1.0,0.0,-0.0,1.0,-0.0,0.0,1.0,51.0,0.0,3.0,15444.771558529244
1.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,1.0,60.0,1.0,5.0,11561.71352967854
1.0,1.0,-0.0,0.0,1.0,-0.0,0.0,1.0,51.0,-3.0,3.0,22502.3636239088
1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,53.0,1.0,1.0,9552.342660541246
1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,56.0,-0.0,-1.0,31121.358933704876
1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,53.0,-1.0,5.0,8347.212589792587
1.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,55.0,-1.0,3.0,17455.350222975227
1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,54.0,2.0,1.0,15055.016867904258
1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,57.0,-0.0,4.0,14484.343306017241
1.0,1.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,57.0,3.0,1.0,16691.41696821749
1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,54.0,2.0,1.0,9738.816768049235
1.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,57.0,4.0,4.0,9228.136335661475
1.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,56.0,-1.0,5.0,19191.083515823633
1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,52.0,3.0,1.0,8674.96686199898
1.0,-0.0,0.0,1.0,0.0,1.0,-0.0,1.0,51.0,4.0,5.0,10594.405587983876
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,3.0,-0.0,13193.296447672376
1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,54.0,0.0,1.0,11287.654430493765
1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,54.0,-0.0,0.0,31236.47357015759
1.0,-0.0,-0.0,0.0,1.0,1.0,0.0,1.0,51.0,-1.0,5.0,9523.254469855076
1.0,0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,54.0,4.0,3.0,13297.804572586183
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,-3.0,8.0,14263.620852077325
1.0,1.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,52.0,2.0,5.0,10186.008230684964
1.0,1.0,0.0,1.0,1.0,-0.0,-0.0,1.0,58.0,-2.0,-1.0,23162.561804967692
1.0,-0.0,0.0,-0.0,0.0,1.0,1.0,1.0,47.0,3.0,1.0,5398.210412347848
1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,54.0,8.0,2.0,9352.655910084555
1.0,0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,55.0,1.0,-1.0,11945.689001411785
1.0,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,54.0,6.0,0.0,8011.964231562667
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,49.0,4.0,2.0,7713.384476687173
1.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,54.0,-0.0,3.0,11814.905690081949
1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,52.0,2.0,4.0,11292.188523635854
1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,55.0,-2.0,5.0,15997.766045749719
1.0,1.0,-0.0,1.0,-0.0,0.0,0.0,1.0,58.0,2.0,1.0,17448.912277343974
1.0,1.0,-0.0,2.0,-0.0,-0.0,-0.0,1.0,57.0,1.0,-1.0,18610.88135888055
1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,59.0,-2.0,-5.0,84564.66658100954
1.0,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,56.0,1.0,1.0,13853.217761294118
1.0,0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,52.0,0.0,-1.0,14531.143235505797
1.0,0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,53.0,-2.0,5.0,12927.826460779404
1.0,1.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,52.0,2.0,5.0,10817.437862958439
1.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,51.0,0.0,2.0,23430.14485036273
1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,1.0,54.0,-0.0,-2.0,67846.94409539274
1.0,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,48.0,2.0,5.0,10636.595985730897
1.0,0.0,0.0,1.0,1.0,1.0,-0.0,1.0,51.0,7.0,4.0,7947.2767991121855
1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,52.0,0.0,2.0,15835.81414936749
1.0,1.0,1.0,0.0,-0.0,-0.0,0.0,1.0,55.0,1.0,4.0,11392.713957129312
1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,50.0,4.0,0.0,8375.30296890049
1.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,1.0,57.0,2.0,4.0,10299.285120637714
1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,51.0,8.0,3.0,3853.1127934574015
1.0,0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,54.0,4.0,3.0,10546.916600772525
1.0,0.0,1.0,0.0,-0.0,1.0,-0.0,1.0,56.0,3.0,1.0,9087.994749412472
1.0,1.0,-0.0,0.0,1.0,-0.0,0.0,1.0,51.0,1.0,6.0,9269.44091315312
1.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,1.0,55.0,2.0,0.0,17465.435663775672
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0,5.0,2.0,10484.350781716832
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,4.0,3.0,11023.788097127208
1.0,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,52.0,6.0,3.0,9151.483719164506
1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,49.0,1.0,-1.0,11372.26231950367
1.0,-0.0,-0.0,0.0,-0.0,1.0,1.0,1.0,52.0,7.0,-1.0,8577.423975195044
1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,52.0,-2.0,-1.0,67953.21141733698
1.0,1.0,-0.0,0.0,1.0,0.0,-0.0,1.0,55.0,5.0,1.0,12243.841011651233
1.0,1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,52.0,6.0,5.0,5940.232083077462
1.0,1.0,0.0,1.0,0.0,0.0,-0.0,1.0,56.0,5.0,1.0,12070.603656335068
1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,49.0,2.0,4.0,9420.650975147953
1.0,-0.0,0.0,-0.0,1.0,1.0,-0.0,1.0,55.0,5.0,2.0,9533.284692711595
1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,57.0,1.0,2.0,10224.593130008876
1.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,54.0,1.0,-1.0,13174.338805402815
1.0,1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,50.0,6.0,7.0,7027.3660739615025
1.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,56.0,1.0,1.0,27208.127020509964
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,4.0,1.0,7526.58994956091
1.0,0.0,-0.0,-0.0,1.0,1.0,0.0,1.0,55.0,5.0,-0.0,9605.623310124662
1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,49.0,6.0,2.0,4773.568698589664
1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,49.0,4.0,6.0,8800.492802893052
1.0,0.0,0.0,-0.0,1.0,1.0,0.0,1.0,53.0,1.0,3.0,13639.337666095898
1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,56.0,1.0,5.0,20778.83582982059
1.0,0.0,0.0,-0.0,0.0,1.0,1.0,1.0,50.0,3.0,-0.0,8978.011493157275
1.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,54.0,-0.0,3.0,15683.379959996044
1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,56.0,1.0,3.0,33521.06233758458
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,57.0,6.0,-1.0,11371.116741596588
1.0,1.0,0.0,-0.0,1.0,-0.0,0.0,1.0,55.0,-1.0,7.0,20302.197648721933
1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,55.0,-0.0,-2.0,35431.20189518183
1.0,0.0,-0.0,0.0,-0.0,1.0,1.0,1.0,51.0,7.0,5.0,8481.49096365768
1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,53.0,-0.0,0.0,13691.56295300456
1.0,-0.0,-0.0,0.0,-0.0,1.0,1.0,1.0,51.0,2.0,3.0,5496.429135676739
1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,53.0,3.0,7.0,11236.204527952628
1.0,0.0,0.0,-0.0,1.0,1.0,-0.0,1.0,54.0,1.0,-0.0,13493.912267015448
1.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,1.0,54.0,1.0,3.0,14915.880092691204
1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,1.0,51.0,-1.0,6.0,16817.708960868844
1.0,1.0,-0.0,0.0,0.0,0.0,1.0,1.0,53.0,2.0,3.0,12006.145650553011
1.0,-0.0,0.0,1.0,0.0,1.0,-0.0,1.0,50.0,5.0,4.0,9482.140433155851
1.0,0.0,0.0,-0.0,1.0,1.0,-0.0,1.0,51.0,5.0,5.0,8052.21811268468
1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,52.0,2.0,3.0,9726.157859974834
1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,1.0,53.0,3.0,0.0,16282.353107003868
1.0,-0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,3.0,4.0,10692.799297754786
1.0,1.0,-0.0,0.0,1.0,0.0,-0.0,1.0,55.0,3.0,3.0,12797.750872392846
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,3.0,6.0,8633.183988232484
1.0,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,52.0,4.0,-0.0,11710.018039018341
1.0,0.0,-0.0,0.0,1.0,1.0,0.0,1.0,56.0,8.0,2.0,9703.227636612686
1.0,1.0,0.0,0.0,1.0,-0.0,0.0,1.0,54.0,1.0,2.0,15362.890347144752
1.0,-0.0,0.0,0.0,1.0,1.0,-0.0,1.0,55.0,3.0,3.0,9110.029042191483
1.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,1.0,51.0,2.0,2.0,12489.280106096927
1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,1.0,51.0,5.0,5.0,3776.042153793387
1.0,1.0,1.0,-0.0,0.0,0.0,0.0,1.0,52.0,3.0,4.0,11177.829828612666
1.0,0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,50.0,0.0,5.0,10194.362472285702
1.0,-0.0,-0.0,0.0,-0.0,1.0,1.0,1.0,50.0,3.0,5.0,8815.043119976297
1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,1.0,54.0,-0.0,0.0,21245.537891882657
1.0,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,48.0,2.0,2.0,9989.947977024423
1.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,53.0,2.0,0.0,15777.018704849163
1.0,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,54.0,5.0,2.0,9593.659681513212
1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,50.0,6.0,5.0,6474.543851171727
1.0,0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,50.0,-0.0,6.0,8607.246331220173
1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,54.0,2.0,2.0,14914.856616434774
1.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,53.0,3.0,1.0,8227.801064041416
1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,54.0,-1.0,2.0,21377.30034957028
1.0,-0.0,0.0,1.0,0.0,1.0,-0.0,1.0,52.0,1.0,-1.0,16166.390758454267
1.0,1.0,1.0,0.0,0.0,-0.0,0.0,1.0,51.0,-1.0,2.0,57370.485591069715
1.0,0.0,-0.0,-0.0,1.0,1.0,0.0,1.0,51.0,-2.0,8.0,8278.830221404189
1.0,-0.0,-0.0,0.0,1.0,1.0,0.0,1.0,53.0,3.0,0.0,11096.152379218436
1.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,58.0,-0.0,-2.0,18418.35583134879
1.0,-0.0,-0.0,0.0,0.0,1.0,1.0,1.0,51.0,-2.0,4.0,13903.210998920138
