feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,PERF
0.9571776111555333,0.8947779228577291,0.620307968326433,0.7692642583520364,0.9764576353417546,0.9679915869346487,0.9993372959591895,0.950245332416242,0.7438107081948045,0.9885159286257759,0.980641237648562,0.9963680505247351,0.9893307602893028,0.913335490336205,0.9630221376079422,0.9798722416311407,0.9935113501708164,14.9974571256624
0.9580022034589791,0.8959006888409607,0.7885037162860639,0.9023975725631309,0.9990861843093274,0.8853726656880712,0.9754047272809031,0.8960501392820218,0.9970323651142674,0.7862094733939751,0.9808927424302644,0.9448147007185304,0.9932470022946587,0.9925822016880509,0.9728656528859572,0.9811958859054146,0.9941633367919287,14.1785096255339
0.8411542412191629,0.7408470404288212,0.9279419546560829,0.9948180105658032,0.9754593648793402,0.764975910561475,0.975709014634904,0.9988335553556807,0.9825626460251442,0.7859044752826434,0.9034146367403562,0.841713626471747,0.9284358320423808,0.7693126874365427,0.7102067570387118,0.9794932651472947,0.9946913460105664,14.828876291822901
0.8424575759299795,0.7413007991262526,0.9269260338290292,0.986506400359599,0.9992746610665924,0.8867684311136368,0.9515203527893036,0.9986857834161457,0.8913625058134671,0.7822559659886312,0.9074284057252417,0.8460915000601835,0.9240855268943761,0.9884641699730848,0.9709644392616881,0.9440880716815204,0.7931853451056724,15.0494172687301
0.8440812697258088,0.7444340383432813,0.795592271750375,0.907781044878993,0.974595711521548,0.9692390949418888,0.9992884772149744,0.9503812607472042,0.9820813278748273,0.784937172966201,0.9795668816563462,0.8405646686943192,0.9872065610616928,0.9140868955969749,0.5165071354065996,0.980238785180603,0.9945698284563458,14.4950360006182
0.8505878404954883,0.7513818782571335,0.9335489256984523,0.9890687134022541,0.9719044123552106,0.9999999986548914,0.9553048524552556,0.9745349373345273,0.982711628161032,0.9245258891457293,0.9782864510177003,0.8395882073462011,0.9863452672140772,0.9911097020557492,0.9754739632206623,0.9784470673107575,0.9951458453043674,14.870488817578401
0.9600535205224887,0.8974973247426891,0.9284673509320772,0.9871796218602054,0.9997228292641929,0.9673859484684764,0.9749312573044414,0.9754868111232243,0.9814158241673463,0.9194354079325728,0.9795491470412062,0.9429644357716294,0.9310306458918285,0.9191250131868032,0.8807064757549843,0.998382599595595,0.9938766151723173,15.0337097254302
0.8446957487301723,0.8959742062599465,0.7940853501411379,0.9065659850619764,0.9750207517967611,0.9698592390542192,0.9992633838390537,0.977002133636877,0.9829092686716947,0.9219121068044659,0.9053121687792085,0.8419066331650433,0.9879920406427535,0.9150004421926943,0.9730206176253839,0.9461688056013686,0.9944238940817572,15.216676616197601
0.9640810802712916,0.7561873768851511,0.6221905298886374,0.9147376182464219,0.9706747631920031,0.8759617797828485,0.970128042030389,0.971875476270727,0.9872163921718069,0.9952908543161675,0.7753864668659043,0.8314552655219898,0.9961158893715947,0.9894581870739314,0.9762708946270082,0.9481721281145575,0.9362895994954685,14.9179059894175
0.9650845471486922,0.9074412251551949,0.9389900002360404,0.9910083409109981,0.9589228920763913,0.873322086180806,0.9701961873577124,0.9719843591133138,0.9866476367367126,0.932093466323844,0.9761044388213247,0.9354147980973632,0.9373075249342314,0.9928366219671204,0.9774006394352581,0.9991691185458843,0.996738678497087,15.2081109977336
0.9601532242363805,0.8985925940518271,0.932125275035448,0.9887281645900965,0.9744981822286336,0.8824734624867409,0.9745498084190162,0.9517227931538974,0.8967657101378296,0.7855023868525708,0.9025763712758399,0.9426108084661984,0.9874989181045488,0.9172678842604691,0.9739013653417574,0.9791693768085793,0.9945993612444556,15.3713119480337
0.8541212823839179,0.7583986247718536,0.8083187224044646,0.9902622859766577,0.9997326146222327,0.7492449335411719,0.9681759038531778,0.9702768998868656,0.9927396488809479,0.9327760589217591,0.9731767192891941,0.933640604384769,0.8067000826544832,0.9250875749792928,0.976402626471035,0.9746507759529699,0.9972039084085703,15.3616759660624
0.8531638679779905,0.7561280743527802,0.8042445309323122,0.9138217669794407,0.9555615887876202,0.8755676343988603,0.9606044258959737,0.9718652893211431,0.9876296120888183,0.9290155545562924,0.9763267312082524,0.9381053441651316,0.9868653501040255,0.9904849552948785,0.9565316629237219,0.950688557309591,0.8077160985531397,15.2948019267746
0.8462632668669554,0.7488717651020949,0.616170093023275,0.7641266065149529,0.9992460068143328,0.9663836979704141,0.9997278121239442,0.999562048392691,0.9951164463792299,0.9245792975265882,0.9990094402602742,0.9390837600457284,0.9949157104131628,0.9910913334175097,0.8731027016882797,0.9794272815015559,0.9953966168115918,15.086975061923699
0.8506241036474562,0.7532048122771337,0.8029466730152299,0.9123702101600235,0.999542061561098,0.9999667751282241,0.9584436686300101,0.8888526634910476,0.99517511811759,0.9930867571229006,0.9991267339777468,0.939612700435674,0.9950809072103789,0.9906597965322999,0.9566611636618338,0.9783741610821866,0.9955609839266342,14.968955906581499
0.9645299102321351,0.9058427214075432,0.8044275946585424,0.9139872569247457,0.9588007559185389,0.9614558738148942,0.969125363767408,0.8843582635330538,0.9942577528419562,0.9934625097830352,0.9994752131489386,0.9941065634305518,0.8060874705004064,0.9940609370605078,0.9982025596561528,0.9991783191002818,0.9959249300108504,15.003247348232698
0.8520305366425643,0.9032795259917338,0.6214155141697536,0.7684721254583043,0.9995091070846562,0.964736112669965,0.9998950197655285,0.8882780081692531,0.9936956944065796,0.9938779691675464,0.9764146331425847,0.9370593504256275,0.9953444403949329,0.992603726888047,0.9559008123486391,0.9506857316728,0.9961512141711919,15.2801748122644
0.9671402024786232,0.765395166247283,0.43210369740743143,0.7793707766092759,0.9999101732927893,0.8678643769301315,0.9649853152619714,0.8794141361240004,0.9910183156190298,0.9844999481591334,0.8849152388301039,0.9301927761290214,0.9389163949198118,0.9181327020523795,0.9525811895015319,0.9519537017808117,0.9418421142200268,15.234442516224599
0.9670410446610251,0.9117609235057181,0.8162595561034346,0.9209854520910472,0.8446931527192003,0.8668749022141787,0.9660444603908611,0.881255390607899,0.9919656725435215,0.9959214667451356,0.9997213769896227,0.9923350065802187,0.8111165386648514,0.9877379309195129,0.9522811022052795,0.999452530830051,0.9976109504071367,15.264646461623599
0.9611877564283348,0.9014352219545604,0.802780898742609,0.9129184010729631,0.999249837573606,0.8777121511311339,0.9715126067812726,0.9996683277548795,0.9869201328357773,0.92479137886093,0.9769269743204485,0.9952281799702749,0.9946800504329572,0.9920502719900689,0.9575432675264443,0.9784091161294312,0.9953885773120991,15.2130662486233
0.6808144901047897,0.5619790332063342,0.9375758030387318,0.9918625921764471,0.9997489785239433,0.7529275952028808,0.960242380856497,0.9554970032840631,0.9096572176462926,0.9289086686993789,0.8944295810479256,0.831807497316592,0.9958223405089499,0.7801233008846626,0.973716114287429,0.9536241888137139,0.8108005364110301,14.977851960093998
0.6764697758947054,0.5587044594699702,0.8074175050405802,0.9901613123492471,0.9731751290224884,0.8753817861474497,0.9998391726914717,0.8382580421652999,0.9876703221303439,0.9270759639203204,0.9744363982261489,0.8302205676628545,0.9366745816446582,0.592713914446715,0.5183599297135213,0.976268495198282,0.996470194782084,14.0141883270316
0.6820820854114518,0.5635287858198472,0.939131364113382,0.9914822186545824,0.9713332658919167,0.9631206040882375,0.9599699503873522,0.9997350662650223,0.9875454617878585,0.9938069713262343,0.9738961025653777,0.8310667103812082,0.9372044570267941,0.7833847244124704,0.9751039317615794,0.9751795040749273,0.9965997395464467,14.8895020108603
0.8449220922907454,0.7448521694467306,0.9316646910279434,0.9937155798973999,0.9996098727661915,0.8766457738471889,0.9730680394294532,0.9994036629474157,0.9852524864270624,0.991390457339779,0.9767035085046492,0.9392676388901229,0.6191484452311983,0.5935676964061993,0.8764708363977802,0.9988656783162152,0.9948374002830502,14.912682052519699
0.6769816892282492,0.7497105331881636,0.8057027138099621,0.9897011203635872,0.9736973023162407,0.8766518418294337,0.9998196134064653,0.9995100052182578,0.9882913917444588,0.9934761451230156,0.8958461040132996,0.8317690386574597,0.9346247249163444,0.594048682825507,0.9735029523182169,0.9526055110375601,0.9963178643669443,14.9265209488579
0.8519536327554501,0.5627267710425342,0.6273866097836182,0.9907080438436751,0.9719637218869502,0.7502491994941933,0.9684379799766132,0.9998181762100177,0.9901561603389681,0.9866834417554483,0.7690362415602852,0.8266196833630437,0.8081321294379212,0.9246512050906105,0.9739987513376885,0.9507060567854851,0.9390057099778132,14.6857726429435
0.85538497640159,0.760454591113003,0.94240421144058,0.9904582413256958,0.9580204827729222,0.7457166343249813,0.9678734786599847,0.9998580232489224,0.9900498403045087,0.9952859338211969,0.9727670986457965,0.9310940243905043,0.6327116393465448,0.7882819353929822,0.9757957556887553,0.9995433568526316,0.9975209469952327,15.418469202082903
0.8490713628197702,0.7512679720370619,0.9378714694441234,0.9917271091117935,0.973889512647193,0.7539241074217651,0.9710711277719136,0.8384907343045657,0.9091692164102925,0.9259528130114741,0.894320686426036,0.9366332694721768,0.9345903791707446,0.5956094493273517,0.9735879507774081,0.9758910941958533,0.9961667072256588,14.4308964581901
0.6775218243272781,0.5585479201490143,0.8053047501127929,0.9148884978905539,0.999602922232501,0.9657905901345717,0.8434294195414591,0.8361046379077736,0.9042475614195041,0.9244571289021142,0.9768614988965015,0.8350876420381982,0.9167558777125498,0.9170169779238004,0.8721594971619714,0.9492241172088667,0.8041557870915149,14.562984350330696
0.6810958267851763,0.5612178386300872,0.9368506812448772,0.9904850816662975,0.9997436192775704,0.9999711087693515,0.6731823191661059,0.9995586098367295,0.9026372075250969,0.9926844227290542,0.9769239569395242,0.8371996276721817,0.9172436090245956,0.9911247502460556,0.9579644872006634,0.9500081571421195,0.8033635633313376,15.001741346124101
0.8478365293095953,0.7472841043821452,0.9317964028224762,0.9886806718773938,0.9562611864110695,0.965605695011679,0.9563073924402073,0.9994043149075101,0.8995125059627512,0.991009109156075,0.9782728156901651,0.9414110906455256,0.9948195588176315,0.9190677147777948,0.9992306964339359,0.8268983581559902,0.7958888906186069,15.1199379971182
0.6758603102722494,0.74755982172112,0.8017418684255851,0.9122676157302859,0.9994339915423848,0.9672595184691377,0.8411643995517656,0.999270756723722,0.9046476298550848,0.9923018830322824,0.9014540006489986,0.8379757710603833,0.9197810638711071,0.9164984486890432,0.9598255074397083,0.6528172957929298,0.80123686537474,15.064702329069
0.8544132944263276,0.5649249465020585,0.627096736011123,0.9177937554953762,0.9998094633142491,0.8737871383699336,0.9620948978793524,0.9998041314494748,0.9127091098226358,0.9872354724608363,0.7732237169130384,0.8301109340774612,0.9854755976069168,0.9897734115012595,0.9576548946267494,0.6529371081080771,0.6286248580673119,15.022135424024
0.8614279910040152,0.7667999469448183,0.9446205291820307,0.9931649873239274,0.8488016814560464,0.8671477752499788,0.964658190866476,0.9999424775116263,0.9152774808193548,0.9956027719777005,0.9731467163881213,0.9313708214913047,0.9970273047006897,0.9936942772618053,0.9536681356283727,0.8401900153142204,0.8181490504920368,15.220496918564804
0.8500773137017877,0.7513868444269893,0.9367459334297658,0.990663458049002,0.9995157754104134,0.8779436390905008,0.9579794371684308,0.8365559659987712,0.7575672307293162,0.9234685037698542,0.8986628834587096,0.9398912520896828,0.9186222634774983,0.9187619847142525,0.9588389625405092,0.9499453560128407,0.8022660049160327,14.817980051563199
0.6742825523024821,0.5553380936970074,0.8041295177870305,0.9135288805816293,0.9739660117633387,0.9644683960157693,0.8394150878693583,0.95324493924002,0.9843595146218704,0.9916446778527429,0.9990216998019235,0.8371658685406294,0.9860615009036792,0.916552320396661,0.8720159547854254,0.9792160532923241,0.9950006325533888,14.8325757384444
0.8389673958260696,0.7376899524020673,0.7917176014074935,0.9054067173714829,0.9992050307911825,0.9999877468832269,0.9991469680533495,0.9496318971509913,0.9818266451079783,0.9888867787081951,0.9983393149593303,0.9433781181383402,0.9291196838970144,0.7718134175145515,0.7075871546822957,0.9977068884849184,0.9929155159105477,15.146739456622901
0.6737207817784157,0.7467354898245803,0.6203492187013762,0.7680551285937026,0.9749092663114214,0.9999992607456899,0.9555617274759394,0.9526407968254149,0.9862896447552204,0.9920916049842441,0.9775881667501297,0.8350232690924662,0.9861768882683298,0.7761893496117731,0.8717300234895176,0.9481781868994827,0.9953025558602736,15.141316125265998
0.8512353306182567,0.5617697438801937,0.4260454266693666,0.7746654309824759,0.9725133048417227,0.9636623273952286,0.9999363639734685,0.9573702239909575,0.9888102194754613,0.9879288096041464,0.8898821219300997,0.8284488523802991,0.9963783763836636,0.9926517173120855,0.8744126293489601,0.9472639288347459,0.9362044208482602,14.54031640609
0.8547477004404487,0.7597178924166496,0.815511027128529,0.9207925855789743,0.9573182811494796,0.9613249833435407,0.9999618421408674,0.9580707864672915,0.9887178820075758,0.9944641070649328,0.9995718216498866,0.9323615226283954,0.939401134034801,0.9236557187377381,0.878386707220895,0.9991731641366574,0.9969484351640571,14.5867122961938
0.8431261617184225,0.7440958525746959,0.8020155919278263,0.9127196641713676,0.9764007928332371,0.9677624653731252,0.9994774908885123,0.6563452188463111,0.9009574007759059,0.9188794019092403,0.9780537103608838,0.9408516535152063,0.9871760463598469,0.7734894191480249,0.8687069716677326,0.9798634534310616,0.9944814124054033,14.2712573153522
0.8438757261309913,0.7426454277725054,0.9300363379633754,0.9877518070005122,0.9995358107304785,0.9639364210521028,0.9532529192873767,0.9756630959119377,0.9818696309664,0.9932108175577594,0.9985381931131537,0.9436409703154339,0.9300606879087338,0.9174959176808141,0.999342395221711,0.9981144816919583,0.993218958331057,15.088646754125099
0.6773108055452051,0.7490862701685624,0.8045290075113257,0.9136618630713068,0.9737342681062701,0.9645773109871328,0.8407778890264215,0.9744948225611355,0.985672158062039,0.990886334965096,0.9776482921315031,0.837132321086718,0.9863948858274002,0.9187279100355635,0.9581874312231401,0.9489725090202548,0.9951741781790446,14.605288054195304
0.8535998066613898,0.5639839990355804,0.6278758129775179,0.9176937786011827,0.9714244412956881,0.999877708956113,0.9608929977552523,0.9712706435444389,0.9881574176292829,0.9217967078680964,0.8902386303981031,0.8308566175543127,0.9962056804122785,0.9895141204831948,0.9569316226010468,0.9478649293922448,0.9355080330058392,14.2314227752286
0.8572086653105899,0.7617783523437498,0.9427593044944154,0.9923434005532008,0.9588447587359584,0.9996855908643492,0.9616832254808798,0.9706905049475696,0.988098260966247,0.9881214022315205,0.9995516100877826,0.9340062198503473,0.9387759397739934,0.9931579057916671,0.9547068848627508,0.9992545434555303,0.9968145359301677,14.7635496693198
0.844158055430999,0.7443658524339549,0.9337165523746707,0.9892887039533103,0.9759072667388082,0.99999298990491,0.9538689088277456,0.9515056980475731,0.8979025279694282,0.9904473123426706,0.9787264334172316,0.9432387785012811,0.9878584671386837,0.9156906623441244,0.960555840299224,0.9799970735350442,0.9939997423514104,14.3662529556316
0.8432017261510281,0.8943386909603872,0.7942310281477727,0.9070346118407475,0.9993743035623698,0.999999327369647,0.9993721064196123,0.9761508559757723,0.983873986645983,0.9928662339429094,0.9795833696181669,0.9423264485260537,0.9296168373692573,0.7773633974289158,0.9993779582030144,0.8232276260661542,0.9935214077828968,14.7509424842137
0.9642312514235272,0.7559990391043359,0.624782801783939,0.9165418591116316,0.9999265596841123,0.961222897587422,0.9687043398929972,0.9702068001471482,0.9885545898922292,0.9229712341641851,0.8891609354977329,0.9339983095756006,0.8092865029189966,0.9942616224623891,0.9986246876343259,0.828593628222296,0.9345099699762338,15.1570595796996
0.9625236197627601,0.9029757470771437,0.9367022496439131,0.9902392737870722,0.8422042602998844,0.9620951103105213,0.9710233084683557,0.9725156078534792,0.9864119386896499,0.9904223919765125,0.9991933688244068,0.9942931962160575,0.6248342189374042,0.9241309301397971,0.9988579983453585,0.949623342103038,0.9954266295558734,14.772192568545801
0.9584404940807835,0.8955242671626005,0.9310229908389894,0.9884067213426665,0.9993499287055769,0.9667816012447372,0.9745975558933633,0.9520468427303992,0.8976930082282105,0.9895208870548486,0.9787790637161334,0.9961620009232921,0.9296640340739307,0.7788224949200488,0.9993576094930721,0.9982774207029225,0.9933461132696514,14.8641783580498
0.8533636460551147,0.7545302024281247,0.42633643044890646,0.7746969373661399,0.9723342559902878,0.9636291449279987,0.9999585500353688,0.9716239206668716,0.9898752837254577,0.9204867764106347,0.7733609012279827,0.82853552437114,0.9961718667016941,0.9932556931395594,0.9569915970470804,0.6530387192524695,0.9367361674362177,14.7302521218879
0.8568444409759421,0.9075777367069511,0.8157331802428512,0.9208053353103195,0.9575565225457484,0.961295405095849,0.9999783644140995,0.9711021469694219,0.9897849160463462,0.9875913434444935,0.9746465802446707,0.9324293217411147,0.9385512242236929,0.9256284939026888,0.9548354725316788,0.8364996818971879,0.9970613731751735,14.9775325872158
0.8418451866259584,0.894157460131676,0.7984308012351047,0.9100686460151658,0.9775012751580263,0.9691915349969585,0.9993366062259711,0.9497952419050827,0.9013649946894681,0.9904542649488562,0.9036891592980207,0.9428198430563101,0.9884676635275682,0.7726884706302568,0.9615721369025403,0.945684604563721,0.9939583164903169,14.671437995346198
0.9669056449364294,0.7653204224349298,0.639827608552956,0.9236678306090063,0.9599135887927319,0.866249492666119,0.9654645865392731,0.9682906361949289,0.9915285249606752,0.9144771870427829,0.8854614679316783,0.9286771421716657,0.8146250621397033,0.9873732775189504,0.9542368989992478,0.8331595972869068,0.9422146155147667,14.515091315004101
0.9628049173493141,0.7539543111976375,0.6278318409454956,0.918313484925711,0.9732324373992804,0.8745461059760867,0.969558048964431,0.9574988126701626,0.912301569953829,0.9883521568226132,0.773003538605725,0.9353869943718962,0.9958728540992745,0.9931202508556906,0.9577545830903946,0.9478765587744236,0.9349292965698486,14.286212600399999
0.9655333142581589,0.9086954984421894,0.9438402182916502,0.9929237119841435,0.9573566576772902,0.8692890902888354,0.9681719218133097,0.959206917458253,0.9134974266769276,0.9945244364189004,0.9737563294694259,0.9930036004058908,0.9385990335092301,0.9265303574743606,0.9546744278355144,0.9993747638127877,0.9969442791420565,15.217164805513999
0.9604307453580941,0.9824295431616187,0.9935311109105511,0.987249688941475,0.9705630738259183,0.9997990045249315,0.8958296493130273,0.99963370134463,0.8910099398466602,0.9204110515070403,0.9050099277803826,0.9392366554712702,0.9954403782544102,0.9930183469940848,0.9736513645743546,0.9990900801586815,0.99478444564077,14.937467536503501
0.961128894300907,0.9833965331499427,0.9276544563554929,0.9084045366907868,0.9997606277289817,0.9995327609413126,0.8908570914012673,0.9703142359400746,0.9845871126449532,0.9921101410266181,0.9784569203299205,0.9942474616821281,0.9329913013060119,0.9306754125133905,0.9581369747701705,0.9992037703978645,0.9954471000387481,14.1697464613132
0.8418089755410028,0.8908638911679789,0.9936976822187125,0.9944054476501092,0.9730713453039475,0.9615278925240144,0.8951429088648277,0.9546202161134072,0.8973550840264544,0.9907739526281403,0.9022102389932206,0.9376378150154103,0.8003642300881245,0.9108561503841337,0.969881618676632,0.9991837889769772,0.99498821970871,14.399532792195
0.843132483071008,0.891200586031759,0.9934004975802951,0.9871877072881132,0.9996415219853012,0.9998446979910157,0.9991810630634412,0.9537192163579954,0.7402627385054213,0.9899614222480442,0.9062281418620479,0.9407088063055881,0.9878212606265756,0.9941201007163899,0.9626228220815061,0.8293477605145989,0.7949932612666495,14.593108931205
0.8445520299190465,0.8932168656399089,0.9282463434150984,0.9094077350792403,0.9722419717284805,0.9702522340517742,0.975500063637215,0.839860010986422,0.8960564795280721,0.9905144818417321,0.9790113144529007,0.9369246203515909,0.9957944846634301,0.9889113220578747,0.8689900068134679,0.9990019887922601,0.9948368011126263,14.1734635402598
0.8444871790770403,0.8924786960261359,0.99397293461047,0.9877886729455582,0.9721499054887209,0.8664787482750075,0.9991704058776787,0.9996047186892065,0.8920048043265273,0.9929597020798892,0.9800471528165602,0.9399929201329587,0.995170256143645,0.9934881420982119,0.9609244470966558,0.9988774341849557,0.994155055294501,14.214999838718901
0.9568418747289399,0.9798456543792858,0.9924182567967696,0.9858424140193469,0.9997027840828926,0.9692921545607206,0.8983402028254719,0.9994754152342756,0.888977671035693,0.9943169188065398,0.9812095382258937,0.995752537587739,0.7971332639619454,0.9889730634487487,0.9995935180786736,0.9480600041026582,0.9928015887760808,14.559655795014999
0.8400713157321891,0.9796862024794368,0.9236883733234437,0.9041702044406484,0.9746607420439068,0.967208012096238,0.9775090890305866,0.9993059228221519,0.8938078943385753,0.9933834382759406,0.9076428340308952,0.94073277652947,0.9943503968718225,0.9878208379888794,0.9628918249097831,0.8273854269270124,0.9936901853959264,14.970565873797801
0.9569517467162755,0.8894819280754009,0.7858495355541896,0.9053199178348355,0.9739201922555039,0.9998307717971385,0.8952676918459362,0.9995651548512667,0.8975029188150757,0.931100865784961,0.7863875712654558,0.9385974692684419,0.9300275311551697,0.9343560875288677,0.9634804161643282,0.8213284477585588,0.9276034920133426,14.245971331530097
0.960922317191043,0.9834066289186978,0.9951501279458687,0.9892881894762035,0.9574725379811898,0.9994029793361009,0.8915592447621818,0.9997979261488622,0.9004120741256333,0.9910224560192807,0.9786916639067188,0.9937406810021262,0.8050016237741164,0.9923769403447141,0.9596597527805037,0.9519223102769103,0.9955661821688635,14.4274479346948
0.9576806378562092,0.9808305786088517,0.9938526176285686,0.9878667246292903,0.9741532062502418,0.9998246336386551,0.8967083006200058,0.8370082775832163,0.7416028218310788,0.9893027655911631,0.9049647676212264,0.99541983094948,0.9946895707719764,0.9886591688084145,0.9619706741344342,0.9988302209868819,0.9938673434051417,14.6515690744239
0.9575811785394795,0.9806967235259691,0.9919037114237652,0.9965681383291148,0.9993955489522313,0.9656455811151415,0.7816978866625731,0.9741994279546441,0.9974962752401686,0.787517346497513,0.9066149369807777,0.9425212319627397,0.9293070205563402,0.9348435982249025,0.9731198585424973,0.9982816366043532,0.9941657760158282,14.7694456423175
0.8403917234656932,0.8888098383635817,0.9280904644160017,0.8416592538183862,0.9737706413621265,0.8769161166803436,0.7823823006420821,0.9521060641400321,0.9813308286726983,0.7872420867224216,0.7900349387357357,0.8383048235682905,0.8002853562559816,0.9094601138988144,0.710983118914856,0.9987777419264067,0.9946985115391116,14.4122852050925
0.8434643965838525,0.8906368860021567,0.9279004453823356,0.9416863904538373,0.999639055436132,0.9657126794972333,0.9773442457497906,0.9521817772023706,0.8898745663318784,0.7856079644461482,0.7936768627199435,0.8412987545405481,0.9873650134976127,0.9941307564967171,0.9720161488154407,0.8259861299703001,0.7951989052901871,15.014235212244198
0.8484633828752349,0.8956903117177052,0.9891433789607679,0.9945954825972938,0.9708064832333468,0.9998065595828886,0.8947862787026826,0.8407724911543152,0.9826590602643328,0.7921166214410644,0.9004658093811861,0.8329484405355575,0.996634364688542,0.9898656645742926,0.5244619985052626,0.9990330135309604,0.9955198476618008,14.2588980422001
0.8498479754602715,0.8961879041125326,0.9230954056508676,0.9376819995936364,0.9701086424302457,0.9688237745253617,0.9755189988783041,0.9997166256465602,0.9814860965353691,0.9253694122724457,0.901504528452142,0.8361635012429401,0.9963094847423826,0.9924415521926253,0.9757271812817846,0.9990318016941412,0.9951532242762378,14.3309681609992
0.9587436985255865,0.9807780025314321,0.9286758914397432,0.9423687279769856,0.9998257735178478,0.9998853921415216,0.782089731726218,0.9995041589523955,0.9795035619450301,0.9190320022894942,0.9051105277719729,0.941582339271359,0.8025238018764117,0.9898174188307627,0.8797213064992337,0.9480454755481456,0.9935289604541292,14.5046132629249
0.8438827765015787,0.9807170863467101,0.9907687143738225,0.9957667535160707,0.9733411027802629,0.9999713900284942,0.8986675765133608,0.9993561828229698,0.9816692191033192,0.9227256286254181,0.7925175334991336,0.8385457228311992,0.9953066730173264,0.9887817169936913,0.9732603068927634,0.8276316641485949,0.9944200382092226,14.6642029952128
0.964580539368123,0.9009490637106956,0.9941497647580123,0.9935227593057894,0.9680998516346271,0.9589426252067192,0.7683678162227525,0.9999653402914713,0.9866975517848826,0.995800136637748,0.641789495834083,0.8265298790402698,0.9406777116665489,0.9258174700837735,0.9772217826148616,0.8329675273401852,0.9374734125674131,14.8480646149285
0.9655793550306939,0.98607658216134,0.9167876254080894,0.9323401567232792,0.9621420387207107,0.9572389413122777,0.7685097920715598,0.9999612044899611,0.9861188707596374,0.9340850481176705,0.8961576506264642,0.9319111803882368,0.8164882393518961,0.9903350520247896,0.9783300947114967,0.9551494511048794,0.9970004425131207,14.69877092561
0.9623989871408946,0.9836235304612498,0.9212247194817923,0.9354658538813039,0.9707264119619993,0.9615286801434254,0.7752235107417709,0.8430407402649558,0.8980948263452136,0.7926090054413708,0.7845211633031369,0.9373812908273632,0.9964644693584583,0.9909263440412969,0.9762685710581254,0.999261071388059,0.995536529423377,15.213342877892801
0.8533412305544712,0.9009873634153297,0.987460623629022,0.9351262557358163,0.9998843647004203,0.8636903404729693,0.7658378223611588,0.9999899474170656,0.9934724424117326,0.933540434620259,0.8920645941506237,0.9311779938636456,0.6335138150243271,0.9922489902644059,0.9766312798921567,0.999678019532308,0.997202770317721,14.7607269030663
0.8540956401908442,0.9008674001910808,0.9879959230793928,0.9937715516593956,0.9588824503041181,0.9587138032003863,0.9709841021026996,0.9999649614627331,0.9871042868199734,0.9310127591002733,0.8966123219523883,0.9346940676048162,0.9962904552718574,0.9283681082916697,0.955389148091286,0.8372883323971267,0.8096224148810498,14.558935400480099
0.8505732977287601,0.8986976748492761,0.9939271515197312,0.9875940941415844,0.9997686467212846,0.9994999390599888,0.8892269188901024,0.9605328815766445,0.9948300767346128,0.929024130973442,0.9757234702070564,0.9337186218601512,0.9383831020566256,0.9913151436252898,0.8782916172024817,0.9992092535043178,0.9962595478717938,14.8716970448431
0.8498388847514701,0.8974126155603909,0.9887752055386069,0.9944693261655074,0.9997506697520611,0.9708706310622931,0.9733217997764593,0.9701323155392465,0.9957718569862766,0.9933299764135826,0.9770824816866787,0.9372417660009416,0.935584675693819,0.9298592772672641,0.956382007214206,0.9990445045628735,0.9955600541240905,15.113187684644403
0.9632716649948726,0.9843103281549278,0.9888739134823911,0.9943975894533933,0.9601949022874767,0.9992408864742801,0.7693595554108084,0.9682390172321245,0.9952121778081144,0.9933375633825798,0.9758111363096035,0.9936261949395626,0.630454629090868,0.9897723341292867,0.9983239031317476,0.9532340990866053,0.9956332217008272,14.5802510894246
0.851189076145843,0.9838034158527706,0.9936537770524024,0.9871467367084614,0.9997236536905851,0.9995803766887094,0.8894760364252036,0.9698248570661051,0.994389497467029,0.994094430490305,0.8980370917166562,0.934682867840695,0.936514679547896,0.9910326108224383,0.9556493861150329,0.8354284399392571,0.9961405816501726,14.8492091003496
0.9675960209533548,0.9071539318074777,0.9331191813483345,0.990250723185888,0.9999973356846409,0.9536908693398477,0.7577198524789166,0.9637515531991828,0.9914324904525005,0.983607022701236,0.7653532929035002,0.9266087257446987,0.8190723545614923,0.8100774109884004,0.9513927189212195,0.8395136907223613,0.9429451756819938,14.812176411021197
0.9674998864156454,0.987716569806113,0.9848312384963718,0.9917487296676915,0.8507626911556149,0.9530327678424843,0.7598630774782018,0.9648723721063737,0.9923568626399747,0.9963875996837496,0.9725990919919769,0.990988224506417,0.6413014633884623,0.9217997912809722,0.9510868719166613,0.9574359915314017,0.9978282886518643,14.587184669712
0.9633806341669148,0.9847501938097252,0.9874463503447944,0.9933384027512474,0.9997684874215028,0.9584981479695321,0.7684524136189089,0.9615965379460435,0.9873814858466733,0.9291895584948087,0.8954145486063211,0.9934921547342629,0.9375254976882477,0.9903796294694526,0.9547643234823195,0.9994013601582387,0.9962430445208662,14.6121160008252
0.6820889138592393,0.7483135226237668,0.9181945449842013,0.8283425918926622,0.9999366698155426,0.8654619640012013,0.9712555717537978,0.8463519204606172,0.9082753920427858,0.930924903234345,0.7771401919964934,0.8269055212873888,0.9395199316674896,0.9179116506342193,0.9747074063048401,0.8424921736333155,0.8127221025406078,14.521720494073
